,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Danse macabre,Camille Saint-SaÃ«ns,4WJ7UMD4i6DOPzyXU5pZSz,0.908,0.438,0.0445,0.752,0.0688,0.178,0.166,428560.0,7.0,0.0,-20.392,114.515,4.0
1,Piano concerto No. 2 in G Minor,Camille Saint-SaÃ«ns,1Kzxd1kkjaGX4JZz2CYsXB,0.988,0.32,0.0383,0.915,0.0893,0.0681,0.329,352160.0,3.0,1.0,-29.917,88.845,4.0
2,DrÃ¦m Girl,No Vacation,6lbLn5iL2NBJnbib7bTXMn,0.00164,0.192,0.258,0.716,0.307,0.952,0.262,234607.0,2.0,1.0,-5.888,172.752,4.0
3,Sad Valentine,No Vacation,1rEsbyBuQ0MqKF3dG7B0bf,0.0226,0.296,0.068,0.255,0.0583,0.913,0.183,220318.0,2.0,1.0,-6.144,171.314,4.0
4,You Say I'm in Love,Banes World,5Ss6DqCldgTmIo6BekVOJT,0.427,0.623,0.0538,0.00278,0.189,0.285,0.343,176761.0,1.0,0.0,-16.687,140.028,4.0
5,Drowsy,Banes World,4yp90BbE4dxPXfGGSpbFwT,0.956,0.599,0.0315,0.00665,0.119,0.186,0.415,164027.0,8.0,0.0,-16.231,127.093,3.0
6,Serving Goffman,PWR BTTM,49MHzAcdjObyNqKcRVw3vZ,0.353,0.496,0.205,0.0,0.319,0.84,0.415,139482.0,2.0,1.0,-5.718,140.39,4.0
7,Sea Song,Tears For Fears,0KG3m0KDzDg7uLHqtfTvpJ,0.905,0.311,0.0336,0.000251,0.164,0.105,0.0385,233029.0,4.0,0.0,-19.444,129.491,4.0
8,Fortune Only,Natureboy,5wNOm5nP4YRv2vywrgpwIq,0.774,0.361,0.0312,0.145,0.107,0.392,0.238,260176.0,11.0,1.0,-11.679,130.662,3.0
9,Looking out for You,Joy Again,0EKH4YxisqaxUMnV2x0ZrW,0.0891,0.682,0.0873,0.063,0.0685,0.9,0.937,179499.0,9.0,1.0,-5.028,100.721,4.0
10,Necromancer,Joy Again,3MGo8vd3wIQ7PmHgj9hEdO,0.979,0.593,0.0471,2.48e-05,0.116,0.154,0.115,153573.0,4.0,1.0,-12.668,118.151,4.0
11,Mistakes,Joy Again,13XifhwLU68h7Z3uCm8GLw,0.00344,0.702,0.0303,0.838,0.29,0.361,0.367,118975.0,6.0,1.0,-9.078,106.137,4.0
12,Strangest Eyes,Part Time,3MK5vIP1wJqtxQOxp4d3j7,0.135,0.748,0.0306,0.887,0.105,0.625,0.814,233064.0,6.0,1.0,-11.09,125.563,4.0
13,It's Elizabeth,Part Time,0nKnz4M421QMOZyXSlw8pk,0.00471,0.516,0.0326,0.639,0.318,0.626,0.456,282048.0,10.0,1.0,-7.594,123.055,4.0
14,Pussy of my Dreams,Part Time,0y6J7BPS6JTDkFOB7HIYPt,0.0024,0.683,0.0786,0.00436,0.318,0.592,0.689,180816.0,4.0,1.0,-11.749,124.973,4.0
