,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Latch,Disclosure,1BltsyC5W3SAABdxyrDXwi,0.0159,0.503,0.167,9.45e-05,0.0895,0.727,0.521,255632.0,1.0,1.0,-5.456,121.985,4.0
1,Blueberry Yum Yum,Ludacris,26liGJfeDiHLVn0qTETkt1,0.0386,0.975,0.0995,0.0102,0.152,0.635,0.315,235093.0,1.0,0.0,-5.945,126.721,4.0
2,The Potion,Ludacris,4zXMw51RgLPRE3vPDuqBvt,0.898,0.655,0.46,0.000115,0.106,0.662,0.516,234973.0,7.0,1.0,-6.208,149.258,3.0
3,1980,Dirt Nasty,06zALqB3nPpHBsVg0TONOu,0.106,0.792,0.224,0.0,0.19,0.682,0.598,186813.0,7.0,1.0,-7.468,120.079,4.0
4,Thugz Mansion - 7 Remix,2Pac,3eBBbAEBQdr6tkUUd8gyuQ,0.302,0.71,0.293,0.0,0.263,0.642,0.891,247600.0,5.0,0.0,-6.206,87.873,4.0
5,Pound Cake / Paris Morton Music 2,Drake,1HDaPtZuixue2q6VGNRdVO,0.139,0.521,0.534,1.11e-05,0.114,0.762,0.264,433800.0,2.0,1.0,-6.75,164.289,4.0
6,Faded,Tyga,2NRUU0gP1d8Yif8CpsCW8l,0.00997,0.832,0.208,0.0,0.355,0.647,0.281,206667.0,1.0,1.0,-8.484,95.109,4.0
7,All I Need (One Mo Drank),Juicy J,5xwpXWWkfJRqg1S27oVxh4,0.427,0.8,0.181,0.0,0.134,0.478,0.687,259760.0,8.0,1.0,-7.874,135.957,4.0
8,Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,5zd9TgduWbfFXwgnm3K3Rz,0.354,0.729,0.144,0.0,0.536,0.795,0.856,176880.0,7.0,1.0,-4.579,146.747,4.0
9,Sippin On Some Syrup,Three 6 Mafia,5tc5fqSM2rwgcwGcJUx8U1,0.00882,0.939,0.104,0.0,0.102,0.859,0.889,261133.0,11.0,1.0,-4.131,136.025,4.0
10,Welcome To Jamrock,Damian Marley,22AbXxQbMdVqEz7xJjhccG,0.0229,0.84,0.333,0.0,0.342,0.658,0.732,213200.0,7.0,0.0,-6.496,76.638,4.0
11,Juicy,The Notorious B.I.G.,5ByAIlEEnxYdvpnezg7HTX,0.472,0.889,0.247,0.0,0.204,0.816,0.777,302693.0,9.0,1.0,-4.67,96.056,4.0
12,Who Shot Ya,The Notorious B.I.G.,2KFg8kjYy0rYjWsXGhEQHN,0.273,0.828,0.218,0.0,0.524,0.686,0.617,319373.0,11.0,0.0,-5.689,91.713,4.0
13,Air Force Ones,Nelly,7kAFSrTIOiVZ0gnHBuAH3l,0.087,0.777,0.316,0.0,0.089,0.474,0.63,304000.0,4.0,0.0,-10.211,164.123,4.0
14,Rubber Band Man,T.I.,5Rkbnhwkb6oiqq1HQcXirN,0.141,0.601,0.386,0.0,0.482,0.768,0.634,347507.0,8.0,1.0,-5.712,152.45,4.0
15,Blunt Blowin,Lil Wayne,6v2eEC9Nr9POe5xPUm8361,0.00222,0.721,0.0649,0.0,0.224,0.738,0.375,312960.0,2.0,1.0,-5.682,135.988,4.0
16,3 Peat,Lil Wayne,58PWl2rA7lU90UBvDufzWm,0.00114,0.616,0.386,0.0,0.0844,0.632,0.47,199427.0,6.0,0.0,-7.562,79.811,4.0
17,Lemonade,Gucci Mane,6rUcS9i07F6okIe8wujs5J,0.643,0.741,0.0853,3.43e-06,0.307,0.658,0.746,246013.0,7.0,1.0,-7.758,142.057,4.0
18,Who Do You Love?,YG,1uDjaezEbalGyGnuH80zDK,0.0281,0.676,0.508,0.0,0.0915,0.415,0.146,233507.0,9.0,1.0,-9.752,193.206,4.0
19,You Broke,YG,42tcDJD6gFl469vffWovWf,0.00229,0.913,0.191,0.0,0.136,0.49,0.512,209787.0,1.0,1.0,-9.409,92.499,4.0
20,Jumpman,Drake,27GmP9AWRs744SzKcpJsTZ,0.0563,0.852,0.187,0.0,0.332,0.553,0.656,205879.0,1.0,1.0,-7.286,142.072,4.0
21,Antidote,Travis Scott,1wHZx0LgzFHyeIZkUydNXq,0.00767,0.713,0.032,0.000148,0.124,0.526,0.131,262693.0,1.0,1.0,-5.046,131.05,4.0
22,Sitting Pretty (feat. Wiz Khalifa),Ty Dolla $ign,4CNXhhr5k0PXv99toGlA0X,0.231,0.737,0.137,0.0,0.103,0.44,0.309,206373.0,1.0,0.0,-9.888,111.869,4.0
23,Night Job,Bas,5q5MyfXey3ms6IyT6TYf5L,0.0611,0.812,0.343,0.0,0.111,0.623,0.199,194227.0,7.0,1.0,-7.002,119.883,4.0
24,Housewives,Bas,7e5z8Set6bsGDh8KIsZnoX,0.0358,0.721,0.223,2.61e-06,0.335,0.646,0.413,196160.0,8.0,1.0,-6.222,179.876,3.0
25,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,6AoYWCzsDls6c61Zp5qTuU,0.114,0.858,0.23,0.0,0.224,0.697,0.364,290836.0,2.0,1.0,-5.361,98.012,4.0
26,1Hunnid,K CAMP,4immekPm8Har57BB9DcDSj,0.0946,0.785,0.151,0.0,0.126,0.413,0.455,215573.0,4.0,1.0,-11.84,87.529,4.0
27,Too Rich For The Bitch,50 Cent,2a4FxeAvHco9UkaVFxCPDO,0.269,0.843,0.254,0.0,0.13,0.419,0.321,181000.0,10.0,0.0,-7.633,128.025,4.0
28,Winning (feat. Wiz Khalifa),Curren$y,4W4xv37qW4ByDd7vK4ctPL,0.256,0.792,0.0488,0.0,0.116,0.422,0.247,225422.0,7.0,0.0,-8.509,113.976,4.0
29,U Mad,Vic Mensa,3KiEydhjn7yf58h9jBD5Sa,0.0151,0.706,0.055,0.0,0.368,0.581,0.435,299799.0,9.0,1.0,-6.492,134.009,4.0
30,Bake Sale (feat. Travis Scott),Wiz Khalifa,2okC0OWtgS86P2LC18IzHy,0.196,0.855,0.226,0.0,0.1,0.522,0.355,238530.0,3.0,1.0,-5.54,139.917,4.0
31,Weekend (feat. Miguel),Mac Miller,6GnhWMhgJb7uyiiPEiEkDA,0.47,0.843,0.178,0.0,0.147,0.435,0.19,208080.0,8.0,1.0,-8.442,120.058,4.0
32,New Level,A$AP Ferg,25rc1PFgPvtV6GFSloyOI0,0.0344,0.738,0.131,0.0,0.162,0.704,0.152,264973.0,1.0,0.0,-1.69,121.059,4.0
33,Order More,G-Eazy,5O2Yjlcs5pSpHq1gcA0cwg,0.108,0.895,0.357,0.0,0.0929,0.437,0.802,208827.0,8.0,0.0,-8.989,140.017,4.0
34,Low Life,Future,7EiZI6JVHllARrX9PUvAdX,0.337,0.722,0.0725,0.283,0.146,0.331,0.102,313547.0,8.0,1.0,-7.789,143.974,4.0
35,Uber Everywhere,MadeinTYO,7zBPzAjKAqQpcv8F8GCq5s,0.0542,0.779,0.28,0.0,0.177,0.455,0.197,153429.0,1.0,1.0,-15.025,140.181,4.0
36,What They Want,Russ,3pndPhlQWjuSoXhcIIdBjv,0.484,0.71,0.379,0.0,0.0953,0.404,0.398,165853.0,1.0,0.0,-10.04,139.553,4.0
37,Star67,Drake,2mmUoyPxzbxehpfm1TpTRK,0.747,0.478,0.213,4.73e-06,0.264,0.395,0.17,294973.0,3.0,1.0,-7.917,74.515,3.0
38,Cali Sunshine,The Game,3Zf2oBIjkDDqnAq2TENWpj,0.162,0.62,0.318,0.0,0.361,0.868,0.545,273173.0,1.0,0.0,-4.068,79.331,4.0
39,Church,The Game,2nlkXRdoBHCyQEU82coHUc,0.0447,0.812,0.313,0.0,0.125,0.556,0.358,367067.0,11.0,1.0,-7.901,138.056,4.0
40,Bitch Please - Feat. Xzibit,Snoop Dogg,5Sm1X46tna50RstHZvw072,0.00838,0.869,0.187,0.0,0.297,0.697,0.804,234533.0,7.0,1.0,-4.639,95.03,4.0
41,Gangsta Nation,Westside Connection,65iyI1iybyv5ecsfBHSdUf,0.127,0.843,0.26,0.0,0.876,0.7,0.675,293053.0,9.0,0.0,-3.249,95.05,4.0
42,All The Way Up (Remix),Fat Joe,2AYTGaclgKXACh13nJRVcV,0.097,0.564,0.397,0.0,0.493,0.717,0.423,284831.0,10.0,0.0,-6.403,117.489,5.0
43,Bitch Please II,Eminem,7lgvU7WnwcNZ8dbGUz8yhP,0.0734,0.924,0.113,0.0,0.14,0.596,0.788,288200.0,1.0,1.0,-3.287,95.502,4.0
44,Fire Squad,J. Cole,4Tjh34RS4ACZ6f6srlDBg8,0.279,0.516,0.415,0.0,0.621,0.738,0.595,288200.0,11.0,1.0,-7.21,175.432,4.0
45,King Of Everything,Wiz Khalifa,1rZah1UGXvgiQCqLVlq4hS,0.0294,0.758,0.138,0.0,0.0906,0.756,0.406,222180.0,10.0,0.0,-5.059,145.068,4.0
46,Ooh Ahh - Liquid Beats Remix,Grits,5tmB3N0BYr91Xq9DwCiY8Q,0.193,0.77,0.186,5.16e-05,0.366,0.773,0.866,236907.0,6.0,0.0,-7.746,98.988,4.0
47,What I Got,Sublime,5nkYHBWXu7KCgcdwP6jcB1,0.0128,0.799,0.0859,0.000333,0.331,0.696,0.62,171067.0,7.0,1.0,-7.513,95.637,4.0
48,Baby Blue (feat. Chance the Rapper),Action Bronson,7gDwRzJhLs0fFHaGtMDJVM,0.247,0.828,0.0343,1.86e-05,0.136,0.487,0.761,280160.0,6.0,0.0,-6.142,85.027,4.0
49,Pull The Trigger,Russ,57evRskKe47TvzG96SLLTM,0.305,0.623,0.345,0.0,0.101,0.651,0.296,156560.0,4.0,0.0,-6.988,82.078,4.0
50,Still Here,Drake,433P7tDcIAi6NLnf4Sh6tI,0.0237,0.836,0.148,0.0,0.617,0.439,0.241,189853.0,0.0,1.0,-9.628,133.937,3.0
51,One Night,Lil Yachty,40yJGQyEaBbIkXpwMFkXip,0.366,0.762,0.114,0.0,0.103,0.476,0.375,243270.0,0.0,1.0,-12.686,130.007,4.0
52,Champions,Kanye West,2nBI3iWLhupR7LyAJ5GGkE,0.0661,0.695,0.0817,0.0,0.874,0.777,0.36,334253.0,6.0,0.0,-2.452,135.01,4.0
53,MY PYT,Wale,2Fe6gDE0mCZz0g98i5QpVL,0.0139,0.554,0.329,0.0,0.0787,0.481,0.456,236867.0,0.0,1.0,-9.823,191.991,4.0
54,Wat U Mean (Aye,Dae Dae,46IdjlVO3EmaMqooXZ1Hcu,0.07,0.923,0.238,1.23e-06,0.0951,0.599,0.667,181739.0,6.0,1.0,-4.888,138.024,4.0
55,New Bae,Vic Mensa,4PYICbxa2pc51H4yRnwg9L,0.3,0.86,0.108,0.0,0.131,0.519,0.415,261067.0,1.0,0.0,-4.687,105.0,4.0
56,A-Team,Travis Scott,5cgEadiGKjtTP1Q6NJqVP5,0.0485,0.626,0.0452,0.00627,0.107,0.526,0.17,176640.0,7.0,0.0,-4.112,127.977,4.0
