,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Teach Me How to Dougie,Cali Swag District,61LtVmmkGr8P9I2tSPvdpf,0.2,0.846,0.141,9.43e-05,0.0939,0.438,0.512,237480.0,11.0,1.0,-4.981,85.013,4.0
1,Party In The U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,0.00124,0.454,0.0675,0.000181,0.0679,0.708,0.483,202067.0,10.0,0.0,-4.526,192.18,4.0
2,Shots,LMFAO,1V4jC0vJ5525lEF1bFgPX2,0.0118,0.823,0.0514,1.93e-06,0.205,0.826,0.187,222133.0,1.0,1.0,-2.055,127.996,4.0
3,Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9,0.0023,0.978,0.0394,4.6e-06,0.102,0.787,0.597,254467.0,2.0,1.0,-2.79,116.006,4.0
4,Shout - Parts 1 & 2,The Isley Brothers,6eE6akYdf9w2rZUOIMwSgw,0.482,0.521,0.0478,0.0,0.366,0.672,0.601,280307.0,10.0,1.0,-10.047,137.926,4.0
5,Low (feat T-Pain) - Feat T-Pain Album Version,Flo Rida,0CAfXk7DXMnon4gLudAp7J,0.0928,0.918,0.0791,0.0,0.139,0.609,0.304,231400.0,10.0,0.0,-5.64,128.008,4.0
6,The Time (Dirty Bit),The Black Eyed Peas,5bitEcj72xFL3yv9ZS5fkE,0.0816,0.828,0.0699,5.34e-06,0.614,0.794,0.509,307640.0,6.0,0.0,-7.751,127.987,4.0
7,OMG,Usher,4Ow5x7P5NAAR1jPoskudoA,0.198,0.781,0.0332,1.14e-05,0.36,0.745,0.326,269493.0,4.0,0.0,-5.81,129.998,4.0
8,Thriller,Michael Jackson,3S2R0EVwBSAVMd5UMgKTL0,0.0855,0.773,0.0747,0.00018,0.914,0.859,0.813,357267.0,11.0,1.0,-4.913,118.458,4.0
9,Baby Got Back,Sir Mix-A-Lot,7MCNnnmwm7TXMh7xyNGohi,0.00471,0.933,0.311,0.0,0.0908,0.664,0.616,262827.0,1.0,1.0,-11.281,128.467,4.0
10,Yeah!,Usher,0XUfyU2QviPAs6bxSpXYG4,0.0212,0.881,0.168,0.0,0.0377,0.788,0.592,250373.0,2.0,1.0,-4.669,104.997,4.0
11,Raise Your Glass,P!nk,12lZTPlXwUtrQuhEty6098,0.00629,0.7,0.0897,0.0,0.0319,0.695,0.633,203333.0,7.0,1.0,-4.973,122.028,4.0
12,Cha Cha Slide - Original Live Platinum Band Mix,Mr. C The Slide Man,3Xv5C02Wxlek0dmrYAM5A8,0.00126,0.978,0.213,5.01e-05,0.284,0.695,0.496,387493.0,6.0,1.0,-5.746,122.027,4.0
13,Sweet Caroline,Neil Diamond,3zByVQLvdXUaDTubfWkpCk,0.611,0.529,0.0274,0.000109,0.237,0.127,0.578,203573.0,11.0,1.0,-16.066,63.05,4.0
14,Cupid Shuffle,Cupid,07Tx168RSsUS1HqkDIOZbH,0.191,0.785,0.237,0.0,0.2,0.582,0.861,231360.0,5.0,0.0,-4.877,71.774,4.0
15,Just Dance,Lady Gaga,1dzQoRqT5ucxXVaAhTcT0J,0.0264,0.822,0.0311,4.26e-05,0.181,0.739,0.745,241933.0,1.0,0.0,-4.541,118.992,4.0
16,Evacuate The Dancefloor,Cascada,0jDWRUbxSn8zQlwFbeLHwo,0.0167,0.762,0.0432,0.0,0.314,0.702,0.898,207200.0,0.0,1.0,-5.87,127.029,4.0
17,One More Time,Daft Punk,0DiWol3AO6WpXZgp0goxAV,0.0193,0.611,0.133,0.0,0.332,0.697,0.476,320357.0,2.0,1.0,-8.618,122.752,4.0
18,Just Dance,Lady Gaga,1dzQoRqT5ucxXVaAhTcT0J,0.0264,0.822,0.0311,4.26e-05,0.181,0.739,0.745,241933.0,1.0,0.0,-4.541,118.992,4.0
19,Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,0.0283,0.616,0.0327,0.0,0.064,0.869,0.473,234560.0,0.0,1.0,-3.911,127.966,4.0
20,Give Me Everything,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,0.192,0.671,0.161,0.0,0.298,0.939,0.529,252307.0,8.0,1.0,-3.206,129.023,4.0
21,Party Rock Anthem,LMFAO,7mitXLIMCflkhZiD34uEQI,0.0206,0.751,0.156,0.0,0.265,0.736,0.352,262147.0,5.0,0.0,-4.168,130.014,4.0
22,We Found Love,Rihanna,6qn9YLKt13AGvpq9jfO8py,0.025,0.734,0.0383,0.00138,0.108,0.766,0.6,215227.0,1.0,1.0,-4.485,127.986,4.0
23,Marry Me,Train,0VZ9xPNa6ROafP6GYYuv2S,0.829,0.366,0.0287,1.67e-05,0.108,0.269,0.492,205453.0,0.0,1.0,-8.456,86.577,4.0
24,Forever,Chris Brown,3H1LCvO3fVsK2HPguhbml0,0.0339,0.669,0.043,0.000142,0.231,0.822,0.43,277107.0,11.0,1.0,-4.288,120.011,4.0
25,Starships,Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,0.135,0.747,0.075,0.0,0.251,0.716,0.751,210627.0,11.0,0.0,-2.457,125.008,4.0
26,At Last - Single Version,Etta James,0CmIALzGn4vHIHJG4n3Q4z,0.721,0.168,0.0324,0.0006,0.316,0.326,0.322,182400.0,5.0,1.0,-9.981,174.794,3.0
27,Play That Funky Music,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,0.0435,0.814,0.0619,0.0,0.061,0.672,0.933,300000.0,9.0,1.0,-12.068,109.394,4.0
28,Tootsie Roll,Old School Players,5qnk7XRdHF0OLUVexVaRCp,0.000304,0.812,0.0582,0.0,0.061,0.688,0.683,259427.0,4.0,0.0,-8.865,133.042,4.0
29,The Way You Make Me Feel - Single Version,Michael Jackson,682nhC3aQtY9HwrC2P2vz4,0.0467,0.759,0.216,0.000158,0.103,0.818,0.535,266347.0,1.0,1.0,-6.011,171.708,3.0
