,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Cold Fame,Band Of Skulls,16UCgrePMyBPrtnBaGd4nt,0.308,0.491,0.0312,0.00018,0.116,0.396,0.144,371360.0,2.0,1.0,-6.929,115.377,4.0
1,Things Behind The Sun,Nick Drake,7bIpR4tyHFgGLkue8fPLjL,0.873,0.676,0.0449,0.14,0.115,0.171,0.253,234320.0,1.0,1.0,-17.476,102.706,4.0
2,Swim Club,The Cave Singers,1cMn5OQ1WlkBnw1QyfSsHw,0.681,0.725,0.0308,0.0223,0.107,0.657,0.61,181160.0,8.0,1.0,-9.45,101.193,4.0
3,Close to Nowhere,Band Of Skulls,2XOBX2pmQc7yX4N8eQho6M,0.676,0.594,0.0284,0.727,0.103,0.172,0.0719,272600.0,7.0,1.0,-21.534,113.106,4.0
4,Whispered Words (Pretty Lies),Dan Auerbach,2dqRgUIrAX6Ptads6ttPDw,0.806,0.433,0.0686,0.000643,0.0989,0.583,0.498,246253.0,9.0,1.0,-6.922,84.414,4.0
5,Goshen,Beirut,3tnC1ZyTZra63cuDlaQrXy,0.831,0.287,0.0267,0.00726,0.0968,0.264,0.0952,200147.0,11.0,1.0,-9.857,99.283,4.0
6,Mad Mary,The Megaphonic Thrift,6m59IuDuKazbZWmvX5m955,0.0327,0.769,0.0363,0.815,0.106,0.576,0.807,279573.0,3.0,1.0,-8.975,117.408,4.0
7,Having It All,Vacationer,3S5YYaggzXY5flLQpYHIm8,0.148,0.256,0.0309,0.717,0.138,0.582,0.497,204465.0,2.0,1.0,-6.127,83.276,4.0
8,Don't Think Twice,Bob Dylan,2WOjLF83vqjit2Zh4B69V3,0.89,0.6,0.0366,0.0022,0.249,0.243,0.468,217400.0,4.0,1.0,-17.085,110.535,4.0
9,My Mistakes Were Made For You,The Last Shadow Puppets,0y5a9zXjz7NSEkRCPKNZwP,0.0285,0.445,0.0434,0.0,0.376,0.913,0.764,184547.0,2.0,0.0,-4.789,97.62,4.0
10,Stuck on the puzzle,Alex Turner,3cUxncrTWSA9lhlQbuIwUY,0.0792,0.58,0.0332,0.0316,0.161,0.682,0.774,211053.0,4.0,1.0,-8.523,77.53,4.0
11,Postcards from Italy,Beirut,4qBHDoJFUUSvTa4aZJfEuw,0.928,0.621,0.0297,0.0356,0.115,0.569,0.402,257480.0,5.0,1.0,-7.318,110.022,4.0
12,Midnight in Harlem,Tedeschi Trucks Band,31tcl0qFuCZshOkjv66lmX,0.352,0.492,0.0361,0.0141,0.111,0.556,0.448,352667.0,6.0,0.0,-9.93,76.45,4.0
13,Apologies,Grace Potter & The Nocturnals,4FGpzz2ciXUCya6sW5M7qf,0.508,0.385,0.0286,0.0,0.0961,0.395,0.142,312613.0,5.0,1.0,-9.1,134.703,4.0
14,Good Hold,Toro y Moi,0YN9jyGP06oWvK2CK3BlFl,0.932,0.447,0.0317,0.887,0.109,0.492,0.0584,147200.0,0.0,1.0,-9.951,85.06,4.0
15,A Candleâ€™s Fire,Beirut,31wS6gEaj89kOZhDw0xMNw,0.158,0.585,0.0389,0.000208,0.106,0.628,0.621,199280.0,6.0,1.0,-5.765,119.922,4.0
16,Mountain Sound,Of Monsters and Men,60ZGteAEtPCnGE6zevgUcd,0.0513,0.395,0.0351,0.00396,0.14,0.896,0.35,211453.0,1.0,0.0,-4.262,101.867,4.0
17,Time Has Told Me,Nick Drake,1ltcsgH9qTWOB7MMwfvOeR,0.731,0.613,0.0312,0.726,0.0945,0.303,0.423,266440.0,0.0,1.0,-14.629,110.146,3.0
18,1957,Milo Greene,08cXy6KUizaAelYXtcew3w,0.663,0.388,0.0325,5.58e-05,0.178,0.595,0.596,204213.0,1.0,1.0,-9.799,190.043,4.0
19,The Rose With The Broken Neck (feat. Jack White),Danger Mouse,3YDn3QgsE6zAGNicA8xDII,0.246,0.576,0.0307,0.326,0.13,0.471,0.272,203107.0,2.0,0.0,-9.956,116.133,3.0
20,Stolen Dog,Burial,262ZAf5mTkUr3K3PuFNAPA,0.617,0.647,0.0961,0.91,0.624,0.679,0.525,383040.0,6.0,0.0,-13.382,115.674,4.0
21,Going Under,The Dodos,2O2DPPV5olB1UFqSGxUgUi,0.0323,0.291,0.0402,0.0868,0.0595,0.96,0.665,363613.0,0.0,1.0,-5.365,100.406,3.0
22,Forget You All The Time,Cloud Nothings,2LODsyU4f2CzIK6DI2wQAb,0.13,0.471,0.0371,0.799,0.207,0.952,0.896,176760.0,0.0,1.0,-4.845,124.849,4.0
23,Floating Vibes,Surfer Blood,3MCC9ABe0V1QXTXWwtxjfa,0.172,0.528,0.0328,0.0197,0.325,0.698,0.54,235133.0,4.0,1.0,-4.756,126.896,4.0
24,Lost In The Light,Bahamas,25J4d78ESH2MgAJoIakB8O,0.793,0.597,0.0309,0.0014,0.111,0.267,0.246,236720.0,2.0,1.0,-8.796,75.535,4.0
