,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Shinin' On Me,Jerrod Niemann,56hUUEbFVeJXCmbdPfsy1T,0.318,0.651,0.0366,0.0,0.27,0.773,0.69,194573.0,7.0,1.0,-6.97,83.995,4.0
1,Sun Daze,Florida Georgia Line,0El2Zyt68nYySFDG87hZgM,0.103,0.477,0.0402,2.38e-06,0.441,0.952,0.867,184707.0,4.0,1.0,-3.715,170.099,4.0
2,Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,0.0191,0.457,0.0354,0.0,0.0536,0.948,0.878,208960.0,10.0,1.0,-3.364,148.0,4.0
3,Endless Summer,Aaron Lewis,5LOr27rz2IKQ48HIfKullw,0.374,0.508,0.0385,0.0,0.0868,0.756,0.678,202440.0,8.0,1.0,-4.054,169.914,4.0
4,Crushin' It,Brad Paisley,3yMVUGqVK5iTTkA8kGChH2,0.0385,0.595,0.0483,1.35e-06,0.0984,0.823,0.745,220147.0,2.0,1.0,-5.864,108.99,4.0
5,Don't Ya,Brett Eldredge,3Qe097eJNp9MfpT2PieEw0,0.0566,0.537,0.0847,0.0,0.146,0.693,0.581,181210.0,9.0,1.0,-5.256,176.004,4.0
6,Put a Girl in It,Brooks & Dunn,7tRt1HhL3r8YcbOyg0ZWEI,0.0328,0.589,0.0619,0.00102,0.062,0.953,0.772,207880.0,4.0,1.0,-3.317,119.967,4.0
7,You,Chris Young,3VCWhe7AtBrkhour9t6dq6,0.316,0.708,0.0266,0.0,0.361,0.708,0.667,164520.0,6.0,0.0,-5.12,95.031,4.0
8,Show You Off,Dan + Shay,4w9LtJn74XQhsHD1zAHnzY,0.207,0.543,0.0381,0.0,0.0655,0.851,0.779,183280.0,11.0,1.0,-4.197,166.054,4.0
9,Hell Of A Night,Dustin Lynch,4x7Di9FZJXJoxHjLxjImmp,0.00472,0.499,0.0402,0.0,0.297,0.797,0.591,190427.0,2.0,1.0,-4.845,85.054,4.0
