,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Take My Side,Will Butler,6v4zAuJTlszNdKrbbnEFu8,0.00487,0.296,0.0429,0.077,0.126,0.926,0.775,228564.0,9.0,1.0,-4.043,189.705,4.0
1,Everyday it Starts,Parquet Courts,25JD35LDh7CEJ9gKUNruVj,0.117,0.653,0.031,0.554,0.0674,0.394,0.9,176027.0,7.0,1.0,-8.892,168.015,4.0
2,Content Nausea,Parquet Courts,24bk2iKzr3VcymFnzIy3oS,0.17,0.27,0.0527,0.863,0.167,0.747,0.701,184000.0,4.0,1.0,-7.287,126.042,1.0
3,Urban Ease,Parquet Courts,1FSnDovZWXroRumXp9pQ5c,0.655,0.356,0.0329,0.83,0.144,0.409,0.272,55907.0,7.0,1.0,-16.534,85.627,4.0
4,Slide Machine,Parquet Courts,7rjK8CDTtTn2KG9Zja7ETj,0.298,0.641,0.0272,0.843,0.184,0.623,0.214,262427.0,2.0,1.0,-7.125,109.092,4.0
5,Kevlar Walls,Parquet Courts,56rtYZUhNQ9Xt95mfE1qNE,0.273,0.538,0.0611,0.894,0.114,0.356,0.615,59093.0,4.0,0.0,-14.71,153.76,4.0
6,Pretty Machines,Parquet Courts,1zPn4tfkWfowVG3ROo1wUY,0.469,0.62,0.031,0.819,0.172,0.849,0.961,281333.0,8.0,1.0,-6.246,124.474,4.0
7,Psycho Structures,Parquet Courts,64Ci6z1RDlZNnXpgqGF5or,0.293,0.583,0.0312,0.667,0.332,0.64,0.617,173107.0,2.0,1.0,-8.302,147.071,4.0
8,The Map,Parquet Courts,0uV5lCaTMaJ7eAFr6LlITy,0.00141,0.504,0.0319,0.00141,0.127,0.582,0.697,175093.0,11.0,0.0,-7.905,142.16,3.0
9,These Boots Are Made for Walkin',Parquet Courts,30zu86EEznmn8Vvp1cKRn7,0.141,0.494,0.0769,2.88e-06,0.114,0.712,0.363,211333.0,9.0,1.0,-8.502,164.807,4.0
10,Insufferable,Parquet Courts,1u4iac5xzlzD2reO20qxcs,0.0314,0.572,0.0685,0.000839,0.553,0.793,0.856,95920.0,2.0,1.0,-4.952,119.755,4.0
11,No Concept,Parquet Courts,0DNhKHV549c7RHIWw7WttH,0.753,0.563,0.0332,0.971,0.0972,0.413,0.298,43253.0,4.0,1.0,-17.773,88.583,4.0
12,Uncast Shadow of a Southern Myth,Parquet Courts,4rU6Yb8admwqo5yBd8kkL6,0.34,0.468,0.0278,0.821,0.0737,0.58,0.325,386760.0,7.0,1.0,-8.131,76.27,4.0
