,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,In the morning - Version,Natural Self,1oMVxUgyxXqtCR35sNl8KM,0.503,0.918,0.0603,0.432,0.516,0.837,0.899,236747.0,5.0,1.0,-6.373,109.454,4.0
1,I Turn My Camera On,Spoon,5uIeRAC9O1ZXPQEEqpPVLL,0.0196,0.92,0.0381,0.000298,0.11,0.364,0.777,212027.0,10.0,1.0,-9.371,100.171,4.0
2,Honestly Ok,Dido,4bNKvePgcSeo9eQM2yIbVE,0.162,0.609,0.0542,0.0187,0.184,0.595,0.582,278773.0,7.0,0.0,-9.237,180.993,4.0
3,Believe In It,Michna,6xxkyxprEd4B9a28yrhsyR,0.0556,0.802,0.0407,0.884,0.801,0.77,0.623,214107.0,5.0,0.0,-6.339,99.001,4.0
4,Finally Moving,Pretty Lights,3WS7spXVlbeC5kjePmHMQW,0.382,0.735,0.0366,0.856,0.0952,0.555,0.523,277975.0,1.0,0.0,-8.84,100.01,4.0
5,On & On,Erykah Badu,0tNuJpBgtE65diL6Q8Q7fI,0.061,0.765,0.167,0.00559,0.204,0.403,0.295,226133.0,11.0,0.0,-10.946,80.386,4.0
6,Nightcall,Kavinsky,0U0ldCRmgCqhVvD6ksG63j,0.0113,0.535,0.0543,0.00751,0.472,0.857,0.446,258413.0,9.0,0.0,-5.2,91.053,4.0
7,Twice,Little Dragon,5ufZfQkk1FFbFARFL3VH5U,0.974,0.395,0.0331,0.00579,0.0803,0.197,0.236,186187.0,2.0,0.0,-11.745,137.828,4.0
8,The Vortex,Jens Buchert,4sjFxvB5yYqJQNKx1AV6bk,0.152,0.596,0.0266,0.907,0.0957,0.601,0.115,326056.0,1.0,1.0,-10.745,89.997,4.0
9,In The Waiting Line,Zero 7,57kozn0j4DL3toKrqKQY0U,0.76,0.561,0.0268,0.134,0.106,0.33,0.378,271520.0,5.0,1.0,-13.51,79.01,4.0
10,Mandarine Girl,Lotus,0KB8A2jnZKT6aXvOzhKlCo,0.137,0.592,0.033,0.877,0.1,0.689,0.336,253515.0,1.0,0.0,-8.21,88.997,4.0
11,Porcelain,Oakman,0pH2d6191rnYlcL1MaM3Gx,0.000695,0.586,0.0288,0.0385,0.137,0.642,0.298,212107.0,0.0,0.0,-8.814,95.016,4.0
12,I've Been Thinking,Handsome Boy Modeling School,3mT1AONeTJDi1k8vH8pA2L,0.499,0.705,0.0767,0.000425,0.114,0.479,0.431,324067.0,5.0,0.0,-9.217,80.009,4.0
13,Little Bit,Lykke Li,6PZDPg3dZgJkNL6nVMUB4b,0.158,0.819,0.0416,0.00161,0.109,0.736,0.701,273427.0,7.0,1.0,-6.504,120.318,4.0
14,Tea Leaf Dancers,Flying Lotus feat. Andreya Triana,682cnKvTcXg59UvQUic4t2,0.388,0.637,0.563,0.0322,0.363,0.49,0.247,192240.0,4.0,0.0,-7.288,133.414,3.0
15,Love Dub,Cooly G,6oDzrk6RkZ9p2Py7ioozJN,0.0637,0.54,0.1,0.777,0.119,0.527,0.428,215693.0,9.0,1.0,-10.101,127.958,4.0
16,Adorn,Miguel,5hJFhO9dvhJoDvUZZ9iWSw,0.0543,0.625,0.175,4.07e-05,0.187,0.576,0.235,193147.0,11.0,0.0,-5.693,179.063,4.0
17,Sleepless,Flume,7dW7i3Pf4tLeOAZ3mNpk56,0.0189,0.449,0.304,7.98e-05,0.103,0.63,0.495,208493.0,9.0,0.0,-9.236,174.966,4.0
18,Down The Road,C2C,1SayqEg8HKK2IeIEWjdYxY,0.0715,0.72,0.0995,3.92e-05,0.09,0.589,0.518,207187.0,0.0,0.0,-6.091,111.026,4.0
19,Litost,X Ambassadors,7HyvbdOddwXEGzKoLNxhKG,0.0639,0.377,0.0382,6.39e-05,0.121,0.464,0.162,321387.0,9.0,0.0,-8.44,119.865,3.0
20,You Made It,DJ Shadow,3svsoWykZiBhyIz0OIaWIN,0.00514,0.53,0.0278,0.000388,0.201,0.735,0.879,167120.0,9.0,1.0,-5.982,155.963,4.0
21,Voodoo Child (Starring Afu Ra) [Dj Premier Remix],DJ Cam,2GHCGJ8LSmSy3GDnGwPssh,0.00126,0.811,0.222,3.73e-05,0.0667,0.679,0.887,222360.0,6.0,1.0,-7.104,92.982,4.0
22,Telemiscommunications,deadmau5,06ZumdD89viAIlyPlaW3hX,0.662,0.469,0.143,0.0,0.0529,0.367,0.567,247756.0,1.0,0.0,-15.232,90.016,4.0
23,Show Your Love,DJ Cam,2s8SzxTOJM6qUrxKmou4BK,0.0583,0.645,0.0517,0.0166,0.221,0.601,0.43,251373.0,5.0,0.0,-8.153,94.027,4.0
24,Scale It Back,DJ Shadow,0GsQ4dS8a6vV3P3A7lc4nc,0.051,0.633,0.0254,0.00511,0.118,0.661,0.696,256956.0,8.0,1.0,-8.234,168.093,4.0
25,Redeemed,DJ Shadow,5vQq4voQxd3QTkkdkONX1Q,0.0574,0.622,0.0413,0.816,0.223,0.831,0.241,266291.0,11.0,0.0,-9.403,119.514,4.0
26,Que Sera,Wax Tailor,61KHfpOOqUgSWpzfpufkzs,0.263,0.581,0.107,0.421,0.159,0.73,0.443,164093.0,9.0,1.0,-5.038,165.843,4.0
27,Protection,Massive Attack,3kKVqFF4pv4EXeQe428zl2,0.0162,0.577,0.0489,0.124,0.0722,0.421,0.737,471560.0,4.0,1.0,-13.142,168.009,4.0
28,Only You,Ellie Goulding,4bWnKmUeVwQIM0n2QwZ5Sc,0.0196,0.57,0.0321,0.0,0.626,0.745,0.613,230888.0,5.0,0.0,-4.567,98.944,4.0
29,(Not So) Sad And Lonely,DJ Shadow,0lNv8HyonQ5c6SYwkcmwD8,0.852,0.462,0.0307,0.871,0.199,0.214,0.0571,269653.0,0.0,1.0,-15.966,112.343,4.0
30,Listen,DJ Shadow,55SAyrUcLo8fEFjvcN2twt,0.0299,0.705,0.0317,0.00123,0.033,0.813,0.862,179880.0,5.0,1.0,-7.334,112.003,4.0
31,I've Been Trying,DJ Shadow,7vBhC6oWcqP8ug24Ctz7Su,0.579,0.535,0.0528,0.00399,0.391,0.686,0.57,192627.0,2.0,1.0,-10.098,170.68,4.0
32,Ghostwriter,RJD2,5Nn2Dj7OQsGL6pgQ9iIzPp,0.0107,0.747,0.0346,0.803,0.0964,0.68,0.594,317933.0,1.0,1.0,-6.187,93.804,4.0
33,Darkest (Dim),TOKiMONSTA,7wsOAPS2qrNmJp0UJjMwJv,0.0592,0.519,0.0333,0.437,0.368,0.551,0.141,309145.0,10.0,0.0,-8.436,86.83,4.0
34,Change Is Gonna Come,Pretty Lights,6BtacdAJogD1sDVr95f83W,0.0426,0.584,0.0437,0.584,0.38,0.905,0.307,371215.0,3.0,0.0,-6.471,107.011,4.0
35,Ask Your Friends,Pretty Lights,1f1v3XiqVTcUXmOGmftozQ,0.00323,0.666,0.04,0.834,0.0772,0.754,0.604,323882.0,1.0,0.0,-8.575,146.017,4.0
36,Runnin',The Pharcyde,0XgpiStoxq1IJncYlPrvZ5,0.0287,0.754,0.18,0.00144,0.319,0.785,0.821,296267.0,10.0,0.0,-8.178,94.123,4.0
37,Cover My Eyes,La Roux,5Z0DeBe276oldwAh6ooCxl,0.165,0.696,0.0259,0.0,0.078,0.661,0.486,272440.0,3.0,0.0,-3.707,108.003,4.0
38,Aqueous Transmission,Incubus,2KA5dJ1anLSIbKrq5Hg6B6,0.00501,0.415,0.0352,0.763,0.178,0.456,0.0935,466560.0,9.0,1.0,-12.082,151.937,4.0
39,Massage Situation,Flying Lotus,6OHWgUuDDedHRVhcg8vlaf,0.0108,0.603,0.0688,0.00157,0.108,0.606,0.403,167173.0,3.0,0.0,-5.06,93.06,4.0
40,Closer,Goapele,2uA9UIwIh80JVNblihS6gt,0.448,0.715,0.0315,0.0223,0.102,0.429,0.359,228438.0,1.0,1.0,-6.476,93.006,4.0
41,Intro,The xx,0bXpmJyHHYPk6QBFj25bYF,0.46,0.607,0.0278,0.907,0.128,0.789,0.16,127920.0,9.0,0.0,-8.87,100.351,4.0
42,Hell Is Round The Corner,Tricky,2LdaAgX3r9WiyuOJRoN5m2,0.304,0.55,0.193,0.00605,0.193,0.535,0.491,227067.0,0.0,1.0,-12.269,119.895,4.0
