,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,3AYcyxEACnmE6d96RPubID,0.0619,0.781,0.293,0.0,0.0457,0.526,0.662,235613.0,6.0,0.0,-6.985,94.992,4.0
1,Baba O'Riley,The Who,2KmEgiY8fQs0G6WNxtzQKr,0.313,0.489,0.0352,0.185,0.287,0.724,0.15,300400.0,5.0,1.0,-8.367,117.292,4.0
2,Bang Bang Bang,Mark Ronson,44AL9Xok81qGEOZdPQpUnM,0.0186,0.734,0.047,0.000146,0.283,0.822,0.898,233627.0,7.0,1.0,-2.446,92.935,4.0
3,Dead Leaves And The Dirty Ground,The White Stripes,4589wtRhDebcQsRJtAqTl7,0.439,0.376,0.0329,2.82e-06,0.0753,0.608,0.439,183933.0,11.0,0.0,-4.071,80.528,4.0
4,Sabotage,Beastie Boys,0Puj4YlTm6xNzDDADXHMI9,0.032,0.324,0.102,0.0321,0.0961,0.938,0.543,178440.0,6.0,0.0,-7.332,168.131,4.0
5,Can I Kick It?,A Tribe Called Quest,3Ti0GdlrotgwsAVBBugv0I,0.173,0.848,0.274,0.000699,0.129,0.666,0.744,251573.0,0.0,1.0,-6.547,96.662,4.0
6,You Got Me,The Roots,4pdLZsxq0y5oJDb6Cxlokw,0.17,0.725,0.272,0.0,0.173,0.464,0.689,259307.0,11.0,0.0,-9.2,80.996,4.0
7,3030,Deltron 3030,39GBFwBe4GGk7i3yr3F46P,0.502,0.495,0.126,7.29e-05,0.143,0.771,0.805,449480.0,1.0,1.0,-9.752,81.615,4.0
8,Above The Clouds,Gang Starr,7Guni9Kv4cxajoglZLzfuN,0.365,0.492,0.315,5.92e-05,0.372,0.946,0.623,221627.0,5.0,0.0,-2.969,172.37,4.0
9,Daydreamin' (feat. Jill Scott),Lupe Fiasco,50M2QjfSM82wkJ1d0iV4mh,0.029,0.533,0.0602,0.0,0.266,0.739,0.617,234307.0,5.0,0.0,-3.573,81.37,4.0
10,Let It Roll,Hieroglyphics,6bNYtDM3Sd7yGvQxUS4OHi,0.0213,0.88,0.125,0.0,0.0944,0.866,0.843,226627.0,5.0,0.0,-5.572,102.409,4.0
11,Acid Raindrops,People Under The Stairs,4MbV8zrWudQflnbiIzp29t,0.448,0.859,0.28,1.15e-05,0.202,0.684,0.613,264152.0,2.0,1.0,-6.962,91.601,4.0
12,Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,0.0292,0.115,0.0956,0.71,0.965,239600.0,5.0,0.0,-5.849,127.975,4.0
13,I Believe In A Thing Called Love,The Darkness,756CJtQRFSxEx9jV4P9hpA,0.0538,0.442,0.0764,4.71e-06,0.282,0.846,0.622,217653.0,4.0,1.0,-5.214,128.235,4.0
14,C'mon C'mon,The Von Bondies,0YPDp1KIxVLTdh3vnvk6wd,0.0787,0.491,0.133,0.0,0.281,0.966,0.48,133547.0,5.0,1.0,-3.896,147.836,4.0
15,Young Folks,Peter Bjorn and John,4dyx5SzxPPaD8xQIid5Wjj,0.0164,0.699,0.0377,0.000763,0.105,0.812,0.662,276693.0,0.0,1.0,-6.005,138.185,4.0
16,Cough Syrup,Young the Giant,1UqhkbzB1kuFwt2iy4h29Q,0.0343,0.534,0.0417,6.24e-06,0.115,0.721,0.225,249520.0,11.0,0.0,-7.307,128.978,3.0
17,Somebody That I Used To Know,Gotye,4wCmqSrbyCgxEXROQE6vtV,0.565,0.857,0.0384,0.000195,0.102,0.517,0.754,244973.0,0.0,1.0,-6.972,129.063,4.0
