,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Dirty Little Secret,The All-American Rejects,5lDriBxJd22IhOH9zTcFrV,0.0004,0.453,0.0466,2.65e-06,0.667,0.942,0.457,193653.0,10.0,1.0,-4.256,143.85,4.0
1,1985,Bowling For Soup,5oQcOu1omDykbIPSdSQQNJ,0.000242,0.606,0.0598,0.0,0.337,0.887,0.903,193000.0,4.0,1.0,-4.404,119.974,4.0
2,The Great Escape,Boys Like Girls,6GIrIt2M39wEGwjCQjGChX,0.00166,0.423,0.0635,0.0,0.178,0.94,0.505,206520.0,1.0,0.0,-4.012,149.934,4.0
3,100 Years,Five For Fighting,5gBQ3x6u7DCvMW1QoP3CpG,0.565,0.636,0.0274,9.08e-06,0.0971,0.559,0.288,244173.0,7.0,1.0,-7.454,120.487,4.0
4,Bad Day,Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,0.448,0.599,0.0309,0.00336,0.151,0.785,0.52,233640.0,3.0,1.0,-4.013,140.046,4.0
5,Move Along,The All-American Rejects,2l57cfmCnOkwNX1tky02n1,0.000198,0.529,0.0459,0.0,0.26,0.922,0.628,238880.0,3.0,1.0,-3.84,109.847,4.0
6,Hollaback Girl,Gwen Stefani,6RcQOut9fWL6FSqeIr5M1r,0.344,0.918,0.0954,5.35e-06,0.0243,0.918,0.882,199907.0,10.0,0.0,-2.218,110.024,4.0
7,Sk8er Boi,Avril Lavigne,4omisSlTk6Dsq2iQD7MA07,6.79e-05,0.487,0.0482,0.0,0.358,0.9,0.484,204000.0,0.0,1.0,-4.417,149.937,4.0
8,The Middle,Jimmy Eat World,3mcG2NI5G5vhrQtRda1YnA,0.0424,0.629,0.0483,0.0,0.263,0.897,0.93,168253.0,2.0,1.0,-3.401,161.944,4.0
9,The Anthem,Good Charlotte,3SqOC9IRDYGSq9cH6K2GQI,0.0079,0.495,0.124,0.0,0.14,0.938,0.881,175093.0,1.0,1.0,-3.267,177.754,4.0
10,Holiday/Boulevard Of Broken Dreams,Green Day,0MsrWnxQZxPAcov7c74sSo,0.000659,0.29,0.0362,2.55e-06,0.301,0.827,0.45,493400.0,8.0,1.0,-3.451,167.086,4.0
11,In Too Deep,Sum 41,68pN2UQYhwQgPy7VrCFKuV,0.000192,0.566,0.0504,0.0,0.0581,0.835,0.749,207093.0,9.0,1.0,-5.885,116.041,4.0
12,Girlfriend (German Version - Explicit) - German Version - Explicit,Avril Lavigne,0OJXdyyVL8K6aovPgfqCcN,0.000484,0.559,0.0817,0.00303,0.183,0.963,0.7,217933.0,7.0,1.0,-1.938,164.057,4.0
