,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,0.535,0.752,0.253,2.55e-06,0.104,0.505,0.419,197437.0,9.0,1.0,-7.621,91.97,4.0
1,Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,0.0642,0.893,0.0571,0.0,0.0943,0.745,0.872,223413.0,11.0,0.0,-3.105,101.018,4.0
2,Two High,Moon Taxi,0Z9HQ8YvHqdeOjTwsR3cS7,0.0933,0.65,0.0464,0.00457,0.119,0.765,0.475,213226.0,11.0,0.0,-4.603,107.015,4.0
3,Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,0.091,0.739,0.0418,0.0,0.0516,0.792,0.547,181615.0,11.0,0.0,-4.256,104.016,4.0
4,Slow Hands,Niall Horan,38yBBH2jacvDxrznF7h08J,0.0129,0.734,0.0425,0.0,0.0579,0.418,0.868,188174.0,0.0,1.0,-6.678,85.909,4.0
5,More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,0.034,0.644,0.0355,0.0,0.257,0.743,0.544,203000.0,5.0,0.0,-5.002,123.074,4.0
6,Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,0.0329,0.671,0.0688,0.0,0.118,0.672,0.632,204173.0,0.0,0.0,-3.094,97.98,4.0
7,Summer Air,ItaloBrothers,0V9cosR5jWa4fr2koARmhD,0.0635,0.755,0.0748,0.0,0.0812,0.751,0.491,183587.0,8.0,1.0,-4.034,102.002,4.0
8,Degas Park,Kevin Abstract,0sri8HoWihcZO9Gr31gbmy,0.265,0.67,0.0423,0.0,0.186,0.535,0.322,260937.0,11.0,1.0,-8.269,104.922,4.0
9,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,0.207,0.683,0.142,0.0,0.394,0.53,0.645,190428.0,5.0,0.0,-4.918,75.016,4.0
10,Most Girls,Hailee Steinfeld,2mfUa8bLs2s5N4VaqJZ4lZ,0.0416,0.755,0.0888,0.0,0.0891,0.57,0.406,204400.0,9.0,1.0,-7.132,102.991,4.0
11,Bon app̩tit,Katy Perry,61WbtB6ujkpNAsAf5LjF4b,0.111,0.797,0.0607,7.88e-05,0.24,0.792,0.54,227822.0,6.0,1.0,-5.758,106.038,4.0
12,You & Me,Marc E. Bassy,7yCqehT9dKACTFy7YugP0J,0.0459,0.696,0.154,0.0,0.193,0.632,0.634,218493.0,1.0,1.0,-8.307,85.091,4.0
