,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Beautiful Girls,Sean Kingston,1hGy2eLcmC8eKx7qr1tOqx,0.15,0.762,0.0687,0.0,0.256,0.661,0.769,225373.0,1.0,0.0,-6.075,130.009,4.0
1,It Girl,Jason Derulo,4fINc8dnfcz7AdhFYVA4i7,0.0165,0.668,0.0605,0.0,0.104,0.718,0.345,192200.0,1.0,0.0,-4.736,91.993,4.0
2,Replay,Iyaz,4E5P1XyAFtrjpiIxkydly4,0.173,0.706,0.0708,0.0,0.168,0.751,0.195,182307.0,9.0,1.0,-6.323,91.031,4.0
3,Fire Burning,Sean Kingston,2oENJa1T33GJ0w8dC167G4,0.0192,0.839,0.0329,0.0,0.331,0.804,0.888,239987.0,1.0,1.0,-2.513,122.973,4.0
4,In My Head,Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,0.0266,0.762,0.033,0.0,0.348,0.748,0.851,199027.0,0.0,0.0,-4.15,110.009,4.0
5,Love The Way You Lie,Eminem,6UaRii9AH6Zss9xNMEQ2M9,0.246,0.746,0.236,0.0,0.515,0.922,0.638,263373.0,10.0,1.0,-5.014,86.961,4.0
6,One,Ciara,7uKcScNXuO3MWw6LowBjW1,0.042,0.944,0.161,0.00107,0.0379,0.511,0.842,203787.0,5.0,0.0,-10.96,113.046,4.0
7,Yeah!,Usher,0XUfyU2QviPAs6bxSpXYG4,0.0212,0.881,0.168,0.0,0.0377,0.788,0.592,250373.0,2.0,1.0,-4.669,104.997,4.0
8,Ignition - Remix,R. Kelly,5dNfHmqgr128gMY2tc5CeJ,0.061,0.795,0.0423,0.0,0.0914,0.523,0.855,186067.0,1.0,1.0,-7.165,133.024,4.0
9,OMG,Usher,4Ow5x7P5NAAR1jPoskudoA,0.198,0.781,0.0332,1.14e-05,0.36,0.745,0.326,269493.0,4.0,0.0,-5.81,129.998,4.0
10,BedRock,Young Money,3iL2l5gUqyPS6vDwJFgJTR,0.109,0.732,0.225,0.0,0.141,0.659,0.575,288133.0,8.0,1.0,-6.089,148.001,4.0
11,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,0.146,0.706,0.0593,0.0,0.118,0.558,0.227,223253.0,2.0,0.0,-7.237,110.443,4.0
12,SexyBack,Justin Timberlake,0O45fw2L5vsWpdsOdXwNAR,0.0584,0.967,0.0789,0.0,0.0519,0.583,0.964,242733.0,7.0,0.0,-5.562,117.0,4.0
