,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,0.0802,0.0,0.0931,0.652,0.931,233713.0,1.0,0.0,-3.183,95.977,4.0
1,HAPPINESS,NEEDTOBREATHE,7aag0fFgE9K1Gj8lJwQaGI,0.00703,0.575,0.0345,0.0,0.331,0.765,0.407,205773.0,9.0,1.0,-6.608,98.037,4.0
2,Never Be Like You,Flume,12REd1n8PeiHHWOh066tpr,0.436,0.494,0.0565,0.0,0.164,0.559,0.264,233337.0,0.0,1.0,-5.445,119.247,4.0
3,HARD LOVE,NEEDTOBREATHE,0xcFH3973DZauDkGnNjMgm,0.0231,0.387,0.0539,0.0,0.503,0.843,0.378,214627.0,0.0,0.0,-4.221,168.149,4.0
4,Roll Up,Fitz and The Tantrums,7kClqlbpmpZmGMimROkvh6,0.0357,0.689,0.0581,9.56e-06,0.08,0.969,0.638,218400.0,0.0,1.0,-3.041,92.506,4.0
5,Talk Too Much,COIN,4djIFfof5TpbSGRZUpsTXq,0.00947,0.598,0.0807,0.0,0.347,0.888,0.482,187133.0,4.0,1.0,-5.119,103.966,4.0
6,We Own The Night - The Chainsmokers Edit,The Wanted,6h9xi8i9zVOXk5FqGqcBNH,0.0148,0.599,0.0392,0.0103,0.089,0.836,0.363,228987.0,8.0,0.0,-3.511,125.995,4.0
7,Desire,Years & Years,4ZH03VC3uJk7uKk7CwsBqH,0.299,0.706,0.0567,0.0,0.298,0.777,0.638,203204.0,10.0,0.0,-4.591,126.008,4.0
8,The Gun (feat. Trinidad James,Cash Cash,2YNTdxrhOvKX1gZgf4NrMy,0.00693,0.667,0.0445,0.0,0.286,0.831,0.381,202027.0,2.0,0.0,-2.586,97.491,4.0
9,Ain't No Sunshine - Lido Remix,Bill Withers,46a59ZT7JG0i3tJNaQmPom,0.0517,0.647,0.381,0.00325,0.179,0.756,0.533,186413.0,9.0,0.0,-7.594,74.979,4.0
10,All Night,The Vamps,4b4KcovePX8Ke2cLIQTLM0,0.0038,0.544,0.0363,0.0,0.323,0.809,0.448,197640.0,8.0,1.0,-5.098,145.017,4.0
11,Feels Like Home - Radio Edit,The Him,6Yk8ceRQHJJCkcEntNIkzi,0.0261,0.413,0.161,7.41e-05,0.193,0.818,0.538,184918.0,8.0,1.0,-3.804,119.415,4.0
12,Waiting For Love,Avicii,6nsLzJfvp5OLd4mgqUJkpq,0.298,0.577,0.0501,0.0,0.142,0.741,0.581,230613.0,6.0,0.0,-3.83,128.081,4.0
13,I'm in Love,Kygo,12q7yTtyZfJjObmss6FQi3,0.293,0.628,0.0567,0.0112,0.134,0.603,0.234,212107.0,9.0,1.0,-7.117,140.085,4.0
14,Love Like We Used To - Lenno Remix,Captain Cuts,3rU5DakBr3a82YKOzAQSpr,0.00415,0.741,0.0664,0.632,0.352,0.814,0.531,268844.0,4.0,1.0,-7.095,111.011,4.0
15,Before You Go,Common Kings,17oRGeekzqyhSqXWoCjVNp,0.292,0.635,0.0458,0.0,0.0797,0.697,0.581,194048.0,0.0,1.0,-6.923,87.025,4.0
16,Genghis Khan,Miike Snow,6MDijuuArPJv1vbp7K1x3f,0.04,0.688,0.0508,2.81e-06,0.598,0.847,0.453,212147.0,10.0,0.0,-3.238,93.979,4.0
17,When We Were Young (Panama Wedding Remix),The Wild Wild,1rBFQZiJIJYYDx0dQagJlD,0.493,0.655,0.0617,0.00144,0.102,0.623,0.663,185680.0,0.0,1.0,-7.407,177.931,4.0
18,Cardiac Arrest - WoodysProduce Remix,Bad Suns,3skNFsz9YtksD6LUUo1pz5,0.126,0.576,0.0398,6.99e-05,0.106,0.765,0.444,182400.0,1.0,1.0,-3.726,99.971,4.0
19,Nightlife,Old Daisy,618RkOHKWNX9AL9pYStLoB,0.0111,0.705,0.0344,0.0,0.208,0.608,0.726,257439.0,4.0,1.0,-7.113,129.015,4.0
20,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,0fg8CqpjdojMyXLNzM2PaJ,0.105,0.803,0.0681,2.12e-06,0.099,0.743,0.674,203180.0,1.0,0.0,-3.602,108.005,4.0
21,Summer,Paris Jones,5rfvovWBd35hYqk6rWLIrr,0.148,0.65,0.419,1.71e-06,0.73,0.674,0.474,231601.0,4.0,1.0,-7.286,89.996,4.0
22,Next Year - RAC Remix,Two Door Cinema Club,5SL5AexE9va7cP6s0B9E4m,0.28,0.731,0.0478,0.0,0.0913,0.736,0.392,286093.0,7.0,1.0,-6.498,123.056,4.0
23,Life Itself,Glass Animals,32zkKx35Et6A515oZKxDkD,0.0147,0.699,0.0347,0.22,0.356,0.67,0.556,281407.0,1.0,1.0,-6.219,111.988,4.0
