,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,m.A.A.d city,Kendrick Lamar,439TlnnznSiBbQbgXiBqAd,0.0538,0.487,0.271,4.07e-06,0.44,0.729,0.217,350120.0,2.0,1.0,-6.815,91.048,4.0
1,Mercy,Kanye West,4qikXelSRKvoCqFcHLB2H2,0.0855,0.737,0.362,9.32e-05,0.153,0.545,0.443,332453.0,6.0,0.0,-8.536,140.086,4.0
2,Straight Outta Compton,N.W.A.,6KIKRz9eSTXdNsGUnomdtW,0.0495,0.833,0.155,0.0,0.345,0.874,0.414,258688.0,8.0,1.0,-9.426,102.866,4.0
3,Survival,Eminem,29Key5Lj0YlIMH8JzRDy6U,0.0044,0.449,0.225,0.0,0.126,0.892,0.416,272417.0,2.0,1.0,-3.002,176.129,4.0
4,Ni**as In Paris,JAY Z,2KpCpk6HjXXLb7nnXoXA5O,0.0763,0.757,0.248,0.0,0.251,0.882,0.684,219320.0,1.0,1.0,-6.125,140.047,4.0
5,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,0upFohXrGxIIAjyaJmCkMU,0.178,0.757,0.124,4.19e-05,0.0719,0.892,0.936,255947.0,6.0,1.0,-5.321,127.014,4.0
6,'Till I Collapse,Eminem,6yr8GiTHWvFfi4o6Q5ebdT,0.0748,0.551,0.197,0.0,0.0784,0.851,0.1,297893.0,1.0,1.0,-3.277,171.411,4.0
7,Remember The Name (feat. Styles Of Beyond),Fort Minor,6ndmKwWqMozN2tcZqzCX4K,0.0583,0.688,0.0911,2.87e-06,0.0795,0.835,0.88,230493.0,8.0,1.0,-4.162,84.858,4.0
8,POWER,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,0.0162,0.543,0.113,0.0,0.744,0.915,0.577,292093.0,0.0,0.0,-4.746,153.998,4.0
9,Jumpman,Drake,27GmP9AWRs744SzKcpJsTZ,0.0563,0.852,0.187,0.0,0.332,0.553,0.656,205879.0,1.0,1.0,-7.286,142.072,4.0
10,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,7s0lDK7y3XLmI7tcsRAbW0,0.0271,0.558,0.064,3.32e-06,0.537,0.924,0.567,186827.0,9.0,0.0,-4.341,151.99,4.0
11,Kush Ups (feat. Wiz Khalifa),Snoop Dogg,0fOv9Usm5mbJ0H1EQ7zrIQ,0.0163,0.599,0.0794,0.0,0.297,0.858,0.61,237040.0,1.0,1.0,-2.848,149.448,4.0
12,Panda,Desiigner,5OOkp4U9P9oL23maHFHL1h,0.028,0.576,0.449,1.68e-06,0.366,0.766,0.236,246761.0,10.0,0.0,-4.943,144.833,4.0
13,Sneakinâ€™,Drake,4ckuS4Nj4FZ7i3Def3Br8W,0.00479,0.804,0.185,0.0,0.164,0.56,0.272,251333.0,8.0,1.0,-6.682,85.023,4.0
14,Trophies,Young Money,6HfOzLLjsaXsehIFEsrxTk,0.158,0.741,0.441,0.0,0.137,0.699,0.268,188320.0,1.0,1.0,-7.467,143.936,4.0
15,Gospel,Rich Chigga,7uuBfgY1vBCalrQRyyQhqs,0.000856,0.681,0.268,8.17e-06,0.11,0.659,0.225,173294.0,9.0,1.0,-6.405,156.004,4.0
16,Pop That,French Montana,4GVD0FIBo08FSAy3tbIY7g,0.0677,0.735,0.121,0.0,0.595,0.894,0.591,303533.0,2.0,1.0,-1.875,138.046,4.0
17,Numb / Encore,JAY Z,5sNESr6pQfIhL3krM8CtZn,0.0603,0.687,0.166,0.0,0.582,0.793,0.751,205733.0,2.0,1.0,-4.254,107.045,4.0
18,Berzerk,Eminem,06aw4JI5nYa8XBeBKVrltZ,0.0232,0.715,0.344,0.0,0.246,0.874,0.678,238746.0,2.0,1.0,-4.052,95.213,4.0
19,Pop Style,Drake,5mPSyjLatqB00IkPqRlbTE,0.187,0.718,0.117,3.43e-06,0.105,0.458,0.0514,212947.0,4.0,0.0,-10.024,132.998,4.0
20,I Got the Keys,DJ Khaled,2eqUZAVXjK61mZqLl4LKJJ,0.00287,0.686,0.13,0.00145,0.219,0.623,0.176,219759.0,1.0,1.0,-3.425,140.171,4.0
21,X Gon' Give It To Ya,DMX,4tXA1TUmKvz7CbUT9LUHDx,0.0139,0.769,0.165,0.0,0.0681,0.899,0.641,217587.0,10.0,0.0,-3.104,95.058,4.0
22,Back To Back,Drake,5lFDtgWsjRJu8fPOAyJIAK,0.00898,0.635,0.511,0.0,0.117,0.472,0.373,170638.0,8.0,0.0,-3.869,174.008,4.0
23,All The Way Up (Remix),Fat Joe,2AYTGaclgKXACh13nJRVcV,0.097,0.564,0.397,0.0,0.493,0.717,0.423,284831.0,10.0,0.0,-6.403,117.489,5.0
24,Work REMIX,A$AP Ferg,7xVLFuuYdAvcTfcP3IG3dS,0.0246,0.841,0.142,0.0,0.174,0.733,0.284,283693.0,1.0,1.0,-5.077,130.009,4.0
25,R.I.C.O. (feat. Drake),Meek Mill,0Y0TOsE1q11qgbi7c5WZsG,0.317,0.727,0.327,0.0,0.219,0.599,0.386,197133.0,1.0,1.0,-6.941,167.909,3.0
26,King Kunta,Kendrick Lamar,0N3W5peJUQtI4eyR6GJT5O,0.00589,0.884,0.0977,0.0,0.154,0.657,0.489,234693.0,6.0,0.0,-4.569,107.059,4.0
27,The Game & Skrillex: El Chapo,The Game,24b20V609aI0WJ8LyxR8qx,0.138,0.754,0.23,0.0,0.281,0.909,0.591,220079.0,6.0,0.0,-3.323,126.994,4.0
28,0 To 100 / The Catch Up,Drake,4jtyUzZm9WLc2AdaJ1dso7,0.763,0.707,0.34,0.0,0.274,0.709,0.501,275227.0,11.0,0.0,-3.979,89.094,4.0
29,KMT,Drake,2jTujnt0y344ai1rNOywgr,0.0143,0.872,0.0446,0.0214,0.125,0.623,0.0883,162638.0,1.0,1.0,-6.984,119.983,4.0
30,Collard Greens,ScHoolboy Q,0zO8ctW0UiuOefR87OeJOZ,0.025,0.825,0.0633,9.94e-06,0.205,0.575,0.65,299960.0,11.0,1.0,-4.87,153.954,4.0
31,Bad and Boujee (feat. Lil Uzi Vert),Migos,4Km5HrUvYTaSUfiSGPJeQR,0.061,0.927,0.244,0.0,0.123,0.665,0.175,343150.0,11.0,1.0,-5.313,127.076,4.0
32,Roll In Peace (feat. XXXTENTACION),Kodak Black,,,,,,,,,,,,,,
