,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Twice,Catfish and the Bottlemen,2c4QEzLpcIQ6vPRJ26XQqg,0.000174,0.407,0.0774,0.0131,0.436,0.808,0.323,196947.0,0.0,1.0,-4.566,136.646,4.0
1,7,Catfish and the Bottlemen,1MoDk4XDqdX25GXaRfXY2O,0.000237,0.527,0.0437,0.0034,0.101,0.715,0.3,256307.0,10.0,1.0,-4.934,155.102,4.0
2,Whole Wide World - Unpeeled,Cage The Elephant,5atlAt28h9xM5wxPspr5MU,0.377,0.405,0.0392,0.0,0.0958,0.751,0.762,205707.0,5.0,1.0,-3.608,120.826,4.0
3,Goodbye Angels,Red Hot Chili Peppers,2XTkpF9T2PKvcLgamGJGx1,0.104,0.365,0.105,6.58e-05,0.15,0.804,0.577,268733.0,9.0,0.0,-5.922,171.597,4.0
4,Too Much To Think,311,2PGaYCles9SXXCjYOcjyfk,0.0319,0.583,0.0458,3.84e-06,0.151,0.9,0.867,234451.0,3.0,1.0,-6.085,147.01,4.0
5,She Moves In Her Own Way,The Kooks,5xoUgPXbMNUmoHU0Enwtwq,0.239,0.41,0.0623,0.0,0.103,0.803,0.814,169307.0,7.0,1.0,-5.363,153.315,4.0
6,Love Is Mystical,Cold War Kids,6oXUzxFOfdXbD8ivAfAraN,0.00606,0.567,0.0393,4.58e-05,0.218,0.865,0.686,214360.0,7.0,0.0,-5.104,105.992,4.0
7,First,Cold War Kids,3omXshBamrREltcf24gYDC,0.0243,0.464,0.0305,6.24e-06,0.566,0.713,0.537,200360.0,2.0,1.0,-4.046,78.008,4.0
8,Waste A Moment,Kings of Leon,5LlsD7LdSMkGV4Iu0a2Zq0,0.000861,0.436,0.0617,0.74,0.128,0.85,0.537,183093.0,2.0,1.0,-4.86,152.644,4.0
9,What Kind Of Man,Florence + The Machine,2kP1ujXHn0mNqFbiT3zob8,0.0229,0.313,0.0431,0.0,0.129,0.635,0.224,216176.0,11.0,0.0,-4.676,114.776,4.0
10,Ship To Wreck,Florence + The Machine,3dEFa9KjOLEZl980ctEEv1,0.00147,0.564,0.0325,0.0,0.277,0.923,0.587,234526.0,9.0,0.0,-3.843,141.991,4.0
11,Come Together - Remastered,The Beatles,0MKqeOVdZcUFGJvWpGCKbG,0.0302,0.533,0.0393,0.248,0.0926,0.376,0.187,259947.0,9.0,0.0,-11.913,165.007,4.0
12,Reverend,Kings of Leon,5cm47Nc1MWBVIkRFaXxvHY,0.0867,0.448,0.0361,0.686,0.316,0.815,0.217,234080.0,0.0,0.0,-5.951,124.808,4.0
13,Cabron,Red Hot Chili Peppers,5TGYo4MrNKqIvJqgx134py,0.014,0.547,0.0738,0.000117,0.0598,0.922,0.366,218373.0,11.0,0.0,-3.893,112.66,4.0
