,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Whatever You Like,T.I.,1IAzD1muglOxOcPbUHs70R,0.0161,0.68,0.0709,0.0,0.261,0.687,0.467,249533.0,9.0,0.0,-6.162,150.053,4.0
1,Touch The Sky,Kanye West,6mxyfdyF4LD7PctU3UNyjF,0.0115,0.524,0.348,0.0,0.434,0.845,0.553,236286.0,9.0,1.0,-4.912,98.388,1.0
2,Comin Out Strong,Future,1B87ZDrD3Pno9hS4stamWO,0.29,0.628,0.475,0.0,0.118,0.481,0.33,254370.0,1.0,1.0,-7.775,108.761,5.0
3,The Show Goes On,Lupe Fiasco,4NTWZqvfQTlOMitlVn6tew,0.0189,0.591,0.115,0.0,0.155,0.889,0.65,239613.0,7.0,1.0,-3.839,143.067,4.0
4,Keep It Real,KYLE,5yJ0kIxrrYra3QexH58UVj,0.219,0.613,0.423,0.0,0.369,0.686,0.477,228650.0,6.0,0.0,-6.412,137.843,4.0
5,She Wanna Party (feat. Millie Go Lightly),Young Thug,3WL6yCfh0zw2MxVSWSe0G1,0.125,0.578,0.271,0.0,0.235,0.5,0.388,250587.0,10.0,0.0,-6.656,104.095,5.0
6,F With U,Kid Ink,6mLfR7fHVDcCKpLwGLWCWw,0.4,0.578,0.274,0.0,0.149,0.528,0.622,179533.0,8.0,1.0,-7.169,98.555,4.0
7,Don't Quit,DJ Khaled,4vv1KjUzPwrtDbozizSfQc,0.015,0.652,0.0445,0.0,0.432,0.827,0.659,229147.0,7.0,0.0,-3.98,100.011,4.0
8,goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,0.0484,0.0,0.149,0.728,0.43,243837.0,7.0,1.0,-3.37,130.049,4.0
9,wokeuplikethis*,Playboi Carti,59J5nzL1KniFHnU120dQzt,0.0138,0.785,0.254,0.0,0.15,0.62,0.478,235535.0,8.0,1.0,-6.668,78.476,4.0
10,Butterfly Effect,Travis Scott,1yxgsra98r3qAtxqiGZPiX,0.0714,0.763,0.0539,0.0,0.112,0.598,0.182,190678.0,11.0,1.0,-6.865,140.987,4.0
11,Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,0.209,0.66,0.17,0.0,0.112,0.786,0.846,228200.0,2.0,1.0,-4.757,177.833,4.0
12,Ni**as In Paris,JAY Z,2KpCpk6HjXXLb7nnXoXA5O,0.0763,0.757,0.248,0.0,0.251,0.882,0.684,219320.0,1.0,1.0,-6.125,140.047,4.0
13,Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,0.229,0.694,0.12,0.0,0.0924,0.815,0.813,228827.0,2.0,1.0,-4.328,88.931,4.0
14,iSpy (feat. Lil Yachty),KYLE,2EEeOnHehOozLq4aS0n6SL,0.378,0.746,0.289,0.0,0.229,0.653,0.672,253107.0,7.0,1.0,-6.745,75.016,4.0
15,DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,0.00454,0.638,0.357,0.0,0.0842,0.523,0.422,185947.0,1.0,1.0,-6.664,139.913,4.0
16,HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,0.000282,0.908,0.102,5.39e-05,0.0958,0.621,0.421,177000.0,1.0,0.0,-6.638,150.011,4.0
17,Trophies,Young Money,6HfOzLLjsaXsehIFEsrxTk,0.158,0.741,0.441,0.0,0.137,0.699,0.268,188320.0,1.0,1.0,-7.467,143.936,4.0
