,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.245,0.42,0.0275,0.000679,0.0677,0.33,0.175,295600.0,9.0,1.0,-13.925,157.143,3.0
1,Back To Black,Amy Winehouse,2s4BsyV3KhhrtsdtNfzoqb,0.123,0.49,0.0392,2.68e-05,0.0983,0.725,0.335,240440.0,10.0,1.0,-3.304,123.28,4.0
2,My Immortal,Evanescence,1C0vXECyJHUeqOo2Etvrr2,0.869,0.204,0.0323,0.0,0.134,0.265,0.107,262533.0,9.0,1.0,-9.153,71.157,4.0
3,Somebody That I Used To Know,Gotye,4wCmqSrbyCgxEXROQE6vtV,0.565,0.857,0.0384,0.000195,0.102,0.517,0.754,244973.0,0.0,1.0,-6.972,129.063,4.0
4,To the Moon & Back,Savage Garden,2Jmo3B3MXTKddplyXDBZwY,0.0205,0.584,0.0359,7.25e-06,0.1,0.76,0.325,341067.0,0.0,0.0,-7.369,104.101,4.0
5,Dreaming Of You,Selena,5EL8hqM8YQJHKKnzGdahly,0.345,0.612,0.0305,0.000108,0.0583,0.446,0.221,314867.0,0.0,0.0,-10.879,82.899,4.0
6,Last Kiss,Pearl Jam,0QnONzv3TvHAWk294h6DaQ,0.363,0.622,0.0276,0.000158,0.193,0.692,0.774,195467.0,7.0,1.0,-6.97,112.053,4.0
7,It's Over,Roy Orbison,3ikZyuwdbrWeGPi1rTp1Kp,0.769,0.486,0.0254,0.000802,0.11,0.354,0.513,166667.0,0.0,1.0,-11.091,90.43,4.0
8,Sand And Water,Beth Nielsen Chapman,1zByJfArrVwsdJ4C2WdegY,0.719,0.459,0.0285,8.45e-06,0.106,0.227,0.166,248773.0,6.0,1.0,-10.613,113.254,4.0
9,Hurt,Johnny Cash,28cnXtME493VX9NOw9cIUh,0.642,0.518,0.0284,0.000185,0.118,0.401,0.171,216533.0,9.0,0.0,-7.583,92.148,4.0
10,I Will Follow You Into The Dark,Death Cab for Cutie,3kZC0ZmFWrEHdUCmUqlvgZ,0.924,0.517,0.0421,0.0,0.118,0.206,0.489,189187.0,5.0,1.0,-12.233,80.401,4.0
11,When I Was Your Man,Bruno Mars,0B7wvvmu9EISAwZnOpjhNI,0.937,0.601,0.0403,0.0,0.144,0.271,0.411,213827.0,0.0,1.0,-8.688,145.494,4.0
12,Cat's In The Cradle,Harry Chapin,2obblQ6tcePeOEVJV6nEGD,0.233,0.489,0.042,0.0,0.123,0.577,0.519,222951.0,10.0,1.0,-9.765,78.112,4.0
13,All I Wanna Do Is Make Love To You,Heart,5YjKdeES9QRJ8NmF4Xc8pV,0.16,0.626,0.0282,0.0,0.0618,0.746,0.8,310893.0,7.0,1.0,-8.832,102.896,4.0
14,I Love You,Climax Blues Band,,,,,,,,,,,,,,
