,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Sorry,Justin Bieber,69bp2EbF7Q2rqc5N3ylezZ,0.0797,0.654,0.045,0.0,0.299,0.76,0.41,200787.0,0.0,0.0,-3.669,99.945,4.0
1,Love Yourself,Justin Bieber,3hB5DgAiMAQ4DzYbsMq1IT,0.835,0.609,0.438,0.0,0.28,0.378,0.515,233720.0,4.0,1.0,-9.828,100.418,4.0
2,Photograph,Ed Sheeran,6fxVffaTuwjgEk5h9QyRjy,0.607,0.614,0.0476,0.000464,0.0986,0.379,0.201,258987.0,4.0,1.0,-10.48,107.989,4.0
3,Keep Me In Mind,Zac Brown Band,7zNM46fo01dCBidY4yGNTZ,0.159,0.684,0.0336,0.0,0.181,0.715,0.563,214107.0,6.0,1.0,-6.132,96.018,4.0
4,One Thing,One Direction,5G2c6FsfTzgYUzageCmfXY,0.00233,0.713,0.0278,0.0,0.0838,0.718,0.656,197600.0,2.0,1.0,-3.806,126.999,4.0
5,Fine By Me,Andy Grammer,4wTChU0tU44TAMC0xcQizi,0.00877,0.583,0.0318,0.0,0.0451,0.791,0.878,172893.0,11.0,1.0,-4.087,89.993,4.0
6,Battle Scars,Lupe Fiasco,1hWYT0w2R0J19rlVkiez7X,0.186,0.517,0.286,0.0,0.105,0.811,0.494,250320.0,5.0,0.0,-4.526,168.269,4.0
7,Marry Me,Jason Derulo,3ogtSrlbtiTamktbA0hw0E,0.033,0.568,0.0273,0.0,0.144,0.631,0.23,225027.0,7.0,1.0,-5.623,105.096,4.0
8,Budapest,George Ezra,7GJClzimvMSghjcrKxuf1M,0.0883,0.714,0.0276,0.0,0.108,0.451,0.406,200720.0,5.0,1.0,-8.268,127.787,4.0
9,Moondance,Michael Bubl̩,25Yzff59UGjz7wNWmjM39h,0.627,0.583,0.0737,0.0,0.401,0.614,0.482,251867.0,2.0,0.0,-5.816,140.736,4.0
10,Scream,High School Musical Cast,20QRXRV7wUFOIgBQCGnUy3,0.0603,0.632,0.0429,0.0,0.0662,0.843,0.542,236400.0,3.0,0.0,-4.374,110.983,4.0
11,Wagon Wheel,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,0.456,0.529,0.0306,0.0,0.142,0.663,0.592,298400.0,9.0,1.0,-7.138,148.102,4.0
12,Little Things,One Direction,7kSLdGdXLey7pzLsWpdg1h,0.788,0.707,0.0329,0.0,0.205,0.222,0.556,219640.0,7.0,1.0,-11.716,110.095,4.0
13,House Party,Sam Hunt,2FviG1Ma0M0BSZbqaDvw0x,0.133,0.752,0.0491,0.0,0.0238,0.853,0.859,190240.0,8.0,1.0,-5.222,104.003,4.0
14,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,7vFoFDWqTX0mHzLfrF1Cfy,0.166,0.782,0.0309,1.18e-05,0.16,0.685,0.603,180566.0,4.0,1.0,-6.237,118.016,4.0
15,I Walk the Line,Johnny Cash,7hxZF4jETnE5Q75rKQnMjE,0.877,0.713,0.0384,0.00606,0.0967,0.258,0.56,176533.0,9.0,1.0,-14.59,98.805,4.0
16,Something I Need,OneRepublic,14DYFbc6F1vPyoikkqPiAh,0.13,0.681,0.0316,0.0,0.198,0.587,0.651,240080.0,7.0,1.0,-6.97,98.986,4.0
17,Counting Stars,OneRepublic,5edBgVtRD0fvWk140Sl21T,0.0603,0.662,0.0364,0.0,0.119,0.71,0.465,257267.0,1.0,0.0,-4.945,121.979,4.0
18,Hall of Fame,The Script,7wMq5n8mYSKlQIGECKUgTX,0.0653,0.421,0.0565,0.0,0.123,0.873,0.63,202533.0,10.0,1.0,-4.343,84.803,4.0
19,Go Hard (feat. Tedashii),Lecrae,12y30kXTRmhch9OCuQGM4i,0.335,0.89,0.234,0.0,0.132,0.592,0.293,297600.0,5.0,1.0,-6.511,145.05,4.0
20,Hold My Hand,Jess Glynne,58jx3tTuDuzHysC77c0AQd,0.00159,0.642,0.0289,0.0,0.0776,0.823,0.431,227344.0,0.0,1.0,-5.717,122.977,4.0
21,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,0.734,0.141,2.29e-05,0.0602,0.637,0.648,202333.0,4.0,0.0,-5.677,169.977,4.0
22,This'll Be My Year,Train,69iQM8CLaJFn8oqEefgPYw,0.00251,0.655,0.0574,5.61e-05,0.313,0.797,0.633,210053.0,2.0,1.0,-3.275,121.828,4.0
23,Bruises,Train,3adeqciqrsp6PQqR0hGDC7,0.0131,0.63,0.0279,6.83e-06,0.232,0.791,0.491,231787.0,2.0,1.0,-4.497,102.963,4.0
24,Take Your Time,Sam Hunt,7vWGeYZJUzBXKGPro05UXS,0.102,0.553,0.0453,0.0,0.212,0.723,0.473,243707.0,11.0,1.0,-5.607,157.998,4.0
25,Leave The Night On,Sam Hunt,6eYYm2xwrvdav2yakF3cqg,0.109,0.52,0.0622,0.0,0.354,0.953,0.856,192160.0,9.0,1.0,-3.813,171.981,4.0
26,Lego House,Ed Sheeran,53Pgsvu3qSYO2aXt5J2vcL,0.562,0.592,0.0992,0.0,0.13,0.637,0.565,185093.0,11.0,1.0,-8.48,159.701,4.0
27,The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,0.669,0.642,0.0367,0.0,0.18,0.289,0.407,258373.0,9.0,1.0,-9.918,84.996,4.0
28,Keep Your Head Up,Andy Grammer,4Jz4bjXeiF2SXVj9P4YfY5,0.0469,0.674,0.0376,0.0,0.145,0.778,0.816,189933.0,0.0,1.0,-5.367,90.01,4.0
29,One Call Away,Charlie Puth,6vSforRhuzsA0D0SO9fG1S,0.403,0.667,0.0344,0.0,0.115,0.613,0.47,194453.0,1.0,1.0,-5.353,91.024,4.0
30,Renegades,X Ambassadors,46GGxd8TVRt6FjUBfCavVT,0.0127,0.514,0.0896,0.0528,0.251,0.858,0.6,195199.0,2.0,1.0,-5.995,89.833,4.0
31,Good To Be Alive (Hallelujah),Andy Grammer,3gHc5XTAywdFQUsHS6DD7G,0.0349,0.797,0.0512,0.0,0.635,0.896,0.685,189098.0,5.0,1.0,-3.678,120.037,4.0
