,track_name,artist,id,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Dream Machines,Big Deal,6KiIA9uXsAunLmj3nXywlz,3.14e-05,0.319,0.0344,0.3,0.255,0.721,0.464,182281.0,3.0,1.0,-5.342,103.078,4.0
1,Mai Joy,Big Deal,1OHRYwKD2HWGctgoE5MH8i,0.104,0.345,0.0289,0.767,0.23,0.374,0.112,263891.0,7.0,1.0,-9.051,132.183,4.0
2,13,Big Deal,2d6FWG7p4SRXNvrtNcHpTx,0.955,0.468,0.0591,0.000143,0.112,0.0927,0.137,248392.0,7.0,0.0,-12.836,62.512,4.0
3,Medicine,Daughter,7H8fBamGUheu0DSpp3pj03,0.115,0.243,0.0285,0.237,0.593,0.313,0.22,258973.0,3.0,1.0,-12.069,92.975,3.0
4,Smother,Daughter,1drUAdX3NY4dTieuxdedLY,0.925,0.507,0.0334,0.0777,0.12,0.138,0.115,240560.0,1.0,1.0,-16.447,124.983,4.0
5,Candles,Daughter,1zZcEoMG3ZEUU6hEPyPXh5,0.209,0.407,0.0432,3.69e-06,0.0895,0.458,0.15,293320.0,6.0,1.0,-11.795,156.234,4.0
6,In the Hearts of Men,First Aid Kit,0PjcbPYUcBKSZZRypshlM0,0.528,0.546,0.0273,0.00281,0.0897,0.339,0.144,253493.0,1.0,1.0,-8.075,126.851,4.0
7,Mouthful of Diamonds,Phantogram,1DDEOszvliLLv80PQzGF69,0.138,0.613,0.0295,0.821,0.113,0.815,0.219,253427.0,0.0,1.0,-4.541,99.983,4.0
8,When I'm Small,Phantogram,3498wF96LsgVgMkGmJzJOC,0.191,0.646,0.0314,0.097,0.103,0.758,0.424,249067.0,10.0,1.0,-4.34,91.998,4.0
9,Don't Move,Phantogram,0UPsdEgJx6ypkfFUxD3ZHh,7.19e-05,0.558,0.0321,0.00746,0.201,0.642,0.482,258187.0,5.0,0.0,-5.206,99.977,4.0
10,The Day You Died,Phantogram,3tj5523lMxVh6TjcAb1tdS,0.00383,0.608,0.0361,0.000418,0.0982,0.89,0.612,229347.0,5.0,0.0,-3.554,141.601,4.0
11,Celebrating Nothing,Phantogram,1LJSniVKf2cSGY3LT1oqyk,0.00149,0.47,0.0314,5.58e-05,0.0359,0.813,0.304,226480.0,5.0,1.0,-4.564,91.995,4.0
12,Byegone,Volcano Choir,6MMojjMFcyv3btdSXFGeYc,0.917,0.496,0.0357,0.0374,0.118,0.352,0.102,262533.0,0.0,1.0,-10.28,140.01,4.0
13,Fever Dreams,Nurses,26F51CgKdPRkO8p3MrH2mB,0.186,0.655,0.0324,0.796,0.303,0.915,0.635,215760.0,3.0,1.0,-7.317,130.07,4.0
14,Girlfriend,Ty Segall,5vEE1d5gkv3pgfZyppLeX8,0.000596,0.224,0.0834,1.35e-06,0.0663,0.925,0.378,132760.0,11.0,0.0,-1.71,138.022,4.0
15,My Shadow,Jay Reatard,6qOwmc4uXXMmZY2D5XOaBJ,0.229,0.412,0.182,0.000259,0.106,0.938,0.32,198400.0,4.0,0.0,-0.253,97.489,4.0
16,Lust for Life,Girls,5FH0pGKry3eL56IHjEgjPm,0.013,0.279,0.032,0.179,0.107,0.69,0.566,145293.0,6.0,1.0,-6.107,77.37,4.0
17,Summertime,Girls,2srXki5OlGlWNWlSTr5GMr,0.0322,0.276,0.0405,0.378,0.287,0.512,0.127,338826.0,5.0,1.0,-8.169,139.972,4.0
18,Magic,Girls,33Mn0S8di6wwpiqdyEtONv,0.000203,0.45,0.032,0.0403,0.292,0.699,0.626,209213.0,0.0,1.0,-6.305,110.03,4.0
19,With Candy,Lilys,4V7qsMQofyrOYszxNROzmA,0.00543,0.575,0.0338,1.45e-05,0.362,0.888,0.616,156479.0,2.0,1.0,-5.084,127.969,4.0
20,Clouds,As Cities Burn,2CSaHRxOAygvSO9ZiPdNQ9,0.0114,0.453,0.0635,0.0909,0.348,0.731,0.0714,321467.0,3.0,0.0,-7.778,126.023,4.0
21,Made Too Pretty,As Cities Burn,5hboATPvHPDXXZUcpXZ2F5,0.0215,0.568,0.0647,0.0,0.0699,0.675,0.173,246387.0,10.0,0.0,-8.479,140.089,4.0
22,Contact,As Cities Burn,3Syf0kxjnTabaQpNol7D7G,0.0384,0.262,0.0365,0.0973,0.115,0.503,0.0907,411507.0,3.0,1.0,-8.796,109.402,4.0
23,alone,My Epic,0bEAqcYuBxpXgdfEqHErn5,0.52,0.418,0.0423,4.42e-06,0.468,0.449,0.328,358013.0,7.0,0.0,-8.665,155.063,4.0
24,Heart It Races - Dr. Dog Version,Dr. Dog,2UQ6qQ7GOawkJ38rWtatn4,0.466,0.647,0.0352,0.0437,0.485,0.701,0.715,232280.0,10.0,1.0,-6.962,98.62,4.0
25,Run Boy Run,Woodkid,2YhapA5E1qTZ1Ykw9Y86ql,0.084,0.506,0.102,0.000655,0.135,0.959,0.34,213267.0,5.0,0.0,-5.264,133.996,4.0
26,Iron,Woodkid,59JXnQ3QCfMX572aDTYd46,0.107,0.656,0.0592,0.743,0.176,0.778,0.555,201693.0,8.0,1.0,-4.512,130.046,4.0
27,The Exit,Lydia,3PcHMRujdjxB7hkDFCzPm1,0.26,0.46,0.0399,2.27e-05,0.105,0.881,0.329,212750.0,2.0,1.0,-4.764,156.931,4.0
28,Holidays,Lydia,6njiHRz1WOJEdNOODyfRVr,0.0666,0.538,0.0307,0.000557,0.36,0.766,0.444,213500.0,7.0,1.0,-5.612,142.024,4.0
29,Knee Deep,Lydia,1SpgA0UOcZ6OrGHnIbiFSx,0.311,0.438,0.0412,0.0,0.112,0.873,0.239,170125.0,9.0,0.0,-3.612,135.876,4.0
30,Land of the Bloody Unknown,The Middle East,7KjshuVvYwFlunnMSPSTrM,0.273,0.498,0.0355,1.37e-05,0.17,0.654,0.385,193373.0,5.0,1.0,-6.726,133.166,4.0
31,Dog,Wavves,0rjO7Gbz4PTbj08FdLPzSU,0.0913,0.575,0.0275,0.0,0.145,0.569,0.462,190747.0,7.0,1.0,-7.199,113.932,4.0
32,Everything Is My Fault,Wavves,4XFYnfBxhRtVvR2hllhqup,0.0109,0.508,0.0328,0.174,0.262,0.642,0.0589,158053.0,7.0,1.0,-8.246,125.962,4.0
33,Swim,Surfer Blood,46229uDbjzfzq0jawwawcp,0.149,0.466,0.0567,0.00339,0.447,0.868,0.48,195493.0,4.0,1.0,-6.042,122.029,4.0
34,A Dream,Nude Pop,1JkgPYwPNnAssXLVCP9km9,0.00416,0.44,0.0496,0.687,0.0887,0.857,0.306,254800.0,4.0,1.0,-5.602,159.961,4.0
35,Lurker,Nude Pop,71umcNuUm2Edj0dTmTh2WU,0.0137,0.242,0.0405,0.466,0.313,0.849,0.24,314462.0,4.0,0.0,-5.757,86.946,4.0
36,Guns For Hands,Twenty One Pilots,4RdRa3qq0GBSKjomxrkh5K,0.00694,0.684,0.0342,0.000167,0.0828,0.858,0.518,273336.0,1.0,1.0,-4.266,129.963,4.0
37,Holding On To You,Twenty One Pilots,3C3cr2JQwXIhqAHqOardVO,0.241,0.608,0.0511,0.0,0.0713,0.776,0.814,263733.0,11.0,1.0,-3.635,89.996,4.0
38,Car Radio,Twenty One Pilots,5cbpoIu3YjoOwbBDGUEp3P,0.098,0.766,0.0366,0.0,0.0855,0.519,0.612,267720.0,9.0,0.0,-7.355,129.972,4.0
39,Semi-Automatic,Twenty One Pilots,70Cp0ukCMyWeJML77NGERU,0.0489,0.78,0.0439,5.92e-06,0.0704,0.716,0.362,253680.0,6.0,0.0,-4.551,105.017,4.0
40,Houdini,Foster The People,5Fli1xRi01bvCjsZvKWro0,0.00762,0.632,0.0458,0.000172,0.167,0.908,0.764,202467.0,8.0,1.0,-3.511,110.024,4.0
41,Waste,Foster The People,2UyWClHKt6fut3IpS2tJiR,0.0633,0.681,0.0288,7.96e-06,0.0596,0.736,0.849,205587.0,8.0,1.0,-6.269,125.976,4.0
42,Team,Lorde,3G6hD9B2ZHOsgf4WfNu7X1,0.151,0.696,0.0904,0.0,0.247,0.59,0.462,193059.0,6.0,1.0,-7.428,99.984,4.0
43,Forgiven / Forgotten,Angel Olsen,3sO9MnNDvbdTGNOomTo6hY,5.61e-06,0.564,0.0319,0.404,0.0555,0.862,0.711,123547.0,7.0,1.0,-7.603,129.956,4.0
44,Stay Useless,Cloud Nothings,4ebz0AQonOk427qxoDAHyH,0.00756,0.225,0.0832,2.52e-05,0.304,0.92,0.631,166800.0,8.0,1.0,-5.751,168.749,4.0
45,New Summer,Young Galaxy,6wFRECZKgARNA9xYyHpxuV,0.503,0.62,0.0275,0.537,0.275,0.667,0.39,252747.0,4.0,1.0,-7.445,145.052,4.0
46,Genesis,Grimes,4sCYKMatyhazyy6r2N7Hp2,0.0764,0.611,0.034,0.0698,0.241,0.677,0.233,255320.0,10.0,0.0,-6.745,166.04,4.0
47,Oblivion,Grimes,4P6n0udLAnmCNXVcobYbsK,0.115,0.697,0.0338,0.901,0.0895,0.529,0.486,251267.0,2.0,1.0,-8.838,155.974,4.0
48,Do,Young Man,4uQqGy5lKYN6V0OtOF25wR,0.143,0.357,0.0295,0.00678,0.123,0.428,0.0541,250947.0,7.0,1.0,-10.371,92.694,4.0
49,Nothing,Young Man,3RkIJrNqDfHA78DRmQQx6I,0.0846,0.465,0.0374,0.8,0.102,0.765,0.076,382453.0,4.0,1.0,-7.825,150.037,4.0
50,Soak It Up,Houses,6MOqASyUNmA1Q2I1pcmztK,0.359,0.71,0.0367,0.0617,0.0776,0.5,0.0734,251693.0,7.0,1.0,-11.915,103.006,4.0
51,Meth Lab Zoso Sticker,7Horse,2AwHZZUf8QLreMWUrgR4T9,0.115,0.417,0.116,0.000319,0.1,0.945,0.518,221200.0,0.0,1.0,-3.424,79.82,4.0
52,Balance,Future Islands,5waH4K1bmTMlikre01uqKi,0.000373,0.472,0.069,0.93,0.887,0.855,0.167,246427.0,0.0,1.0,-6.937,154.908,4.0
53,Life's A Gas - Remastered,T. Rex,1MU62iuv0tVWWVkqHcY1tx,0.142,0.611,0.0492,4.1e-05,0.0902,0.348,0.8,144760.0,7.0,1.0,-13.426,124.822,4.0
54,Shelia,Atlas Sound,33jDWSi3Dvb12xfojksReF,0.554,0.542,0.0395,0.152,0.671,0.73,0.541,212427.0,5.0,1.0,-11.157,118.213,3.0
55,Walkabout (W/ Noah Lennox),Atlas Sound,2e3KUBfcAwAyQtgbeUBKob,0.0406,0.536,0.0667,8.92e-05,0.214,0.922,0.353,238893.0,2.0,1.0,-6.247,121.977,4.0
56,Easy Easy,King Krule,08ZsI74y3P6mQw8En1c6tQ,0.838,0.563,0.0365,1.04e-05,0.108,0.408,0.234,169693.0,4.0,1.0,-8.972,146.908,4.0
57,363N63,King Krule,0EX5KOdVnR4kFqcTYKyyrH,0.576,0.419,0.0419,0.897,0.126,0.52,0.0944,121293.0,8.0,1.0,-13.959,195.949,4.0
58,Feels Like We Only Go Backwards,Tame Impala,6vTtMyCg96xwpoIBws9K0Q,0.0276,0.291,0.0542,0.65,0.116,0.897,0.555,192960.0,2.0,0.0,-2.32,150.185,4.0
59,Keep In The Dark,Temples,35YaJZZZuIkGGJApAY8XXm,0.00214,0.532,0.0356,0.00311,0.137,0.744,0.725,218337.0,4.0,1.0,-6.912,120.006,4.0
60,Always Alright,Alabama Shakes,26ZTwQyRVbec9wQ0OaihjE,0.784,0.693,0.0424,0.844,0.112,0.62,0.571,249170.0,9.0,1.0,-6.509,106.346,4.0
61,Souljacker Part I,Eels,2SiSGp8B07c91oJNljzPxG,0.0107,0.602,0.0618,0.24,0.172,0.752,0.113,194707.0,9.0,1.0,-5.489,100.921,4.0
62,Spirit In The Sky,Norman Greenbaum,7fqhrLJzKHJ0RW32N0y2Gp,0.0939,0.537,0.0347,0.00559,0.11,0.606,0.582,242893.0,2.0,1.0,-7.048,128.73,4.0
63,Love Song,Hooded Fang,00JvkzL9d727hk4Mzy1eyg,0.866,0.56,0.0527,9.2e-06,0.155,0.794,0.464,206293.0,11.0,0.0,-6.395,124.996,4.0
64,Laughing,Hooded Fang,2NjZBIrONjjoKum9hblXt2,0.0613,0.513,0.0251,0.203,0.164,0.7,0.358,214987.0,5.0,1.0,-6.257,105.059,4.0
65,You Don't Know Me (featuring Regina Spektor) - Explicit Album Version,Ben Folds,5xDJfkWp8ufjxjJ6HDb100,0.443,0.807,0.0419,2.44e-06,0.0827,0.458,0.829,189693.0,7.0,1.0,-4.989,87.081,4.0
66,Island,Fran̤ois Virot,0pEiipgJZUx0P67EatcuJN,0.263,0.535,0.076,0.242,0.258,0.893,0.586,172920.0,3.0,1.0,-6.543,139.224,4.0
67,Ya S̩,AJ Davila,39nuen7KA36Bk76h0UKAPC,0.383,0.392,0.0685,0.939,0.915,0.989,0.162,227183.0,9.0,1.0,-2.564,130.905,4.0
68,Talking Backwards,Real Estate,0ZwlxoHAnvkCRjsOrHAleU,0.0299,0.408,0.0301,0.823,0.169,0.875,0.56,187733.0,5.0,1.0,-6.036,150.782,4.0
69,Objects Of My Affection,Peter Bjorn and John,4uPR4wRw419VH5TasUr9Cg,6.43e-05,0.473,0.0561,0.152,0.23,0.915,0.324,275307.0,9.0,1.0,-6.725,108.062,3.0
70,Let's Call It Off - Single Version,Peter Bjorn and John,0Fhz08ZHdsCFJEPIs6hDxL,0.014,0.76,0.036,0.00101,0.0879,0.739,0.946,219133.0,9.0,1.0,-5.12,128.116,4.0
71,Pigeon,The Globes,1ZWKjFsbnOI6UVwc4bTbwD,0.00111,0.398,0.0431,0.0393,0.0894,0.816,0.444,281120.0,6.0,0.0,-6.906,157.073,4.0
72,Nerve Jamming,Bass Drum of Death,3YdC9oQEHaLT6FEdnRdbtq,0.00229,0.381,0.144,0.000685,0.0578,0.968,0.32,156773.0,1.0,0.0,-4.606,94.494,4.0
73,Officer,Saint Rich,,,,,,,,,,,,,,
