Title,Artist,Lyrics
223's (feat. 9lokknine),YNW Melly,"

Oh this bitch recordin'?
That's crazy, hah, yeah, slatt, you know, uh
Whole lot of gang shit
Baow, graow, baow, graow, blatt
Uh, slatt, slatt, hold up, uh, uh, slatt, uh
Blood walk, baby, this the Blood walk, huh
I don't use my hands, I let the blood talk, huh
.223's and MACs'll make you blood walk
I can make any nigga hit the Crip walk
Crip walk, I'ma let my hip talk
Pulled a forty with a dicky, gotta kill up ya'll
Click, ooh, ooh, ooh, ooh, ooh
And the clip is see through
What all do you want from me?
AR's and them .223's
Fuckin' 'round with me, you see
I'm hot, I'm five hundred degrees
Heard he caught a body
But that does not mean shit to me
Got two on me, got two on me
Blood Gang, yeah Detrimental
Me and Glokk all on your instrumental
I kill a nigga and it really wasn't coincidental
Stop all that flaggin' shit, you just be on that actin' shit
No, I ain't with no cappin' shit and I ain't on no rappin' shit
No lackin', bitch, you know it ain't no lackin', bitch
I check any Blood nigga, like, ""aye, man, what's brackin', bitch?""
I'm two floors up on you niggas
I'm two floors up on you niggas, yeah
What all do you want from me?
AR's and them .223's
Fuckin' 'round with me, you see
I'm hot, I'm 500 degrees
Heard he caught a body
But that does not mean shit to me
Got two on me, got two on me (I got two, I got two of 'em)
Blood Gang, yeah, suwoop on me (black Glock, aye aye)
I'm like blatt (uh huh), we don't never play, he get whacked, like
Tryna find his face, ain't no trace, ain't comin' back (baow, baow)
G-Nine, Mister Two-Glocks, just bought a MAC (oh yeah)
A MAC for your face lift, rearrange your cap (come here)
One foot in the industry and one foot in the trap (yeah)
Invite that dope to my bloodline, I treat him like my strap (aye)
'Cause 'bout me he'll take a nigga's feet off the map (baow, baow, yeah)
Big B's 'til I'm sleep, push a P, he get clapped (blatt)
Two guns, that's the twin Glocks, I roger that part (uh huh)
Colder than a bitch 'cause the bitch froze at that (yeah)
Like apostrophe (yeah), Google forgot a comma in the back (bitch)
Say I'm worth 250K (yeah), we can bet a trey on that, nigga
What all do you want from me?
AR's and them .223's
Fuckin' 'round with me, you see
I'm hot, I'm 500 degrees
Heard he caught a body
But that does not mean shit to me
Got two on me, got two on me (aye, aye, yeah, yeah, he got two)
Blood Gang, yeah, SuWoop on me (mhm)
Big blatt like suwoop, mm, yeah
What you want? What he want? Mm, aye, aye
Big sticks for a punk, yeah, mm
What he, uh, what he see? Yeah, uh, aye, aye
Big blatts 'cause I bleed, yeah, mhm
What he on, what he breathe? Yeah, aye, aye
I'm pushin' P's, pushin' P's, yeah, yeah
What it is and what it ain't, mm, aye, aye
Like a skunk, we leave him stankah, suwoop on me

"
Aurora,Juanes,"

[Letra de ""Aurora"" ft. Crudo Means Raw]

[Coro: Juanes]
Solo me llamas cuando estás sola
Enviándome mensajes a estas horas
No quiero hacerle caso a lo que rumoran
Te fuiste de borondo y te comió la aurora

[Refrán: Juanes]
Donde nos cogió la aurora yo te besé
Nos fuimos al mirador a ver amanecer
Ese brillo de tus ojos que ya no ves
Yo que estaba tan tranquilo, pero me enredé, me enredé

[Verso 1: Juanes]
Anoche te, te dejé razón cuando te llamé
Dejé el corazón, no te buscaré por la estación donde te dejé

[Refrán: Juanes]
Donde nos cogió la aurora yo te besé
Nos fuimos al mirador a ver amanecer
Ese brillo de tus ojos que ya no ves
Yo que estaba tan tranquilo, pero me enredé, me enredé

[Coro: Juanes]
Solo me llamas cuando estás sola
Enviándome mensajes a estas horas
No quiero hacerle caso a lo que rumoran
Te fuiste de borondo y te comió la aurora

[Verso 2: Crudo Means Raw]
Ey, ja
Ey, ey, ma', todo bello, todo chévere (En la buena)
Lo que fue, fue, como un TBT (Sway)
Te noté picada como la DT (Skrrt)
Pegamos pa' una finca a fumar DMT (Uhh)
Reina, yo no quiero que coja la comba
Pero si la tiene que pensar, hágale en bombas (Stop)
Le conviene, sé que te me haces la tonta
Dice que no quiere, pero me tira la onda
Tus ojos me hablan, tu boca me mira
Y el momento conspira
La vibra no miente, yo sé que te trama'
Y hasta tu mama me admira
Ey, así revire y que la mala (Uh, yeah)
Hasta te marco tarjeta en la sala (Sup)
Atalaja'o y para'o en la raya, on fire!
Esto es pa' sobarle papaya (One)

[Coro: Juanes]
Solo me llamas cuando estás sola
Enviándome mensajes a estas horas
No quiero hacerle caso a lo que rumoran
Te fuiste de borondo y te comió la aurora

[Outro]
Donde nos cogió la aurora
La ciudad más hermosa del pueblo
¿Me entiende?, es Medellín

"
Tequila,Juanes,"

[Letra de ""Tequila""]

[Verso 1: Juanes & Christian Nodal]
Quedamos en nunca volver a hablar
Sé que no debo molestarte
Tal vez parece que estoy bien, pero no es cierto
Me tomo un trago con mi soledad
Con el segundo voy a alucinarte
Con el tercero sé que voy a emborracharme otra vez
Me prometí olvidarte y no lo pude hacer
Otra vez las ganas de llamarte me van a romper

[Coro: Juanes]
Por eso háblame, que sin tus besos
No hay tequila que pueda olvidarme de ti
Cada trago me acuerda de ti
Por eso háblame, que sin tus besos
No hay tequila que pueda olvidarme de ti
De mil formas te quiero decir: ""Te quiero"" (Ay, ay, ay)

[Verso 2: Christian Nodal]
Llegan a mi mente, de repente, tus recuerdos
Se siente bien gacho andar borracho y sin tus besos
Sale más barato superarte y yo no puedo
Quiero que regreses pa' curarme el sufrimiento

[Puente: Juanes]
Solo tú me haces ver la luna llena
Solo tú haces esta vida buena
Solo tú puedes curarme esta pena
Solo tú, liberar esta condena
Solo tú, eso no lo va a hacer nadie
Solo tú, como tu no quise a nadie
Solo tú puedes curarme esta pena
Solo tú, solo, solo tú

[Coro: Juanes & Christian Nodal]
Por eso háblame, que sin tus besos
No hay tequila que pueda olvidarme de ti
Cada trago me acuerda de ti
Por eso háblame, que sin tus besos
No hay tequila que me haga olvidarme de ti
De mil formas te quiero decir (Ay, te quiero)

[Interludio Instrumental]

[Outro: Juanes]
De mil formas te quiero decir: ""Te quiero""

"
Ninguna,Juanes,"

[Letra de ""Ninguna""]

[Pre-Coro]
Cuéntale que no puedo dormirme
Que a mí nada me sirve
Que desde que ya se fue ando solo y triste

[Coro]
Ay, dile, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura
Por eso, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura, por eso

[Verso 1]
Esta loquera de luna llena
Me tiene hablando solo todo el tiempo de ella
Estas noches son tan largas
Anhelos que no dejan olvidarla
No sé qué ha pasado, ya me tiene preocupado
Ni siquiera me ha llamado y yo aquí desesperado
Buscando por todos lados una manera para verla de nuevo

[Coro]
Por eso es que dile, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura
Por eso, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura, por eso

[Interludio Instrumental]
Ay, Dios mío
De Colombia para el mundo, papá

[Pre-Coro]
Cuéntale que no puedo dormirme
Que a mí nada me sirve
Que desde que ya se fue ando solo y triste

[Coro]
Ay, dile, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura
Por eso, luna
Dile que ninguna ha podido superarla
Siempre trato de olvidarla, pero no hay cura, por eso

[Outro]
(Luna, luna)

"
Mala Manera,Juanes,"

[Letra de ""Mala Manera""]

[Intro]
Que no me vaya si te quiero
¿Qué sabes si vas a cambiar?
El problema es que no creo
Ni cuando dices la verdad

[Pre-Coro]
Ingenuidad es pensar que es bueno
Un amor que te hace sufrir
Es calmar la sed con veneno
Es bajar queriendo subir
No le echemos más leña al fuego
Es un ""Adiós"", no es un ""Hasta luego""
Y ya verás que es lo mejor para los dos

[Coro]
Te puedo querer desde aquí hasta el cielo
Me puedo quedar llorando un aguacero
No seguir en las mismas, no seguir como ayer
Con esa mala manera que tú tienes de querer
Prefiero empezar otra vez desde cero
De ahora en adelante voy a ser yo primero
No seguir en las mismas
Con esa extraña mala manera de quererme
(De quererme, de quererme, de quererme; Yeh-yeh-yeh)

[Verso 1]
Te quiero desde aquí hasta el cielo
Yo a ti te bajo un montón de estrellas
Pero aprendí a quererme a mi primero
Y no ser un preso de tus huellas
Si somos más sinceros
Y nos hacemos daño, esto se tiene que acabar

[Pre-Coro]
Ingenuidad es pensar que es bueno
Un amor que te hace sufrir
Es calmar la sed con veneno
Es bajar queriendo subir
No le echemos más leña al fuego
Es un ""Adiós"", no es un ""Hasta luego""
Y ya verás que es lo mejor para los dos

[Coro]
Te puedo querer desde aquí hasta el cielo
Me puedo quedar llorando un aguacero
No seguir en las mismas, no seguir como ayer
Con esa mala manera que tú tienes de querer
Prefiero empezar otra vez desde cero
De ahora en adelante voy a ser yo primero
No seguir en las mismas
Con esa extraña mala manera de quererme
(De quererme, de quererme, de quererme; Yeh-yeh-yeh)

[Outro]
(Con esa extraña mala manera de quererme, de quererme, de quererme)
(Con esa extraña mala manera de quererme, de quererme, de quererme)

"
Bonita,Juanes,"

[Letra de ""Bonita""]

[Refrán: Juanes]
No quería enamorarme y me fui de fiesta con mis amigos
No pensé que encontrarte era mi destino

[Verso 1: Sebastián Yatra]
Yo te dije:
""Corazón, acércate por favor
Vos tienes esa faldita, todos pierden la razón
Si te está gustando mucho, te pido perdón
Y después de un vallenato, nos vamos los dos (Porque tú)""

[Coro: Juanes & Sebastián Yatra, Ambos]
Porque tú tienes esa cara bonita (¡Eh!)
Yo he enloquecido con tu cuerpo, ¿qué voy a hacer? (Eh)
Sin darme cuenta me perdí en tu boquita
Que no me busquen, que yo nunca quiero volver (No-no-no-no)
Solo un idiota va a dejarte solita
Con esas ganas de besarte, bonita
No seas tan mala, ven, dame una vueltica
Tú tienes eso que mi cuerpo necesita

[Post-Coro: Juanes & Sebastián Yatra]
Ay, mujer (Ay), bonita (Ey)
Ay, mujer (Ay, mujer), bonita
Ay, mujer (Ay, mujer), bonita
Tú tienes eso que mi cuerpo necesita

[Skit: Juanes]
De Colombia para el mundo, papi

[Verso 2: Sebastián Yatra]
Tú eres una de esas que te rompen la cabeza
Ma-ma-mazota, mamacita, lo que quiera, princesa
Yo a ti te llevo a Medallo, tomamos guaro y cerveza

[Puente: Sebastián Yatra & Juanes, Ambos]
Y dale déjame ver
Cómo lo, cómo lo mueves tú y tú
Cómo lo, cómo lo bailas tú y tú
Cómo lo, cómo lo mueves tú y tú
Cómo lo, cómo lo bailas
Déjame ver
Cómo lo, cómo lo mueves tú y tú
Cómo lo, cómo lo bailas tú y tú
Cómo lo, cómo lo mueves tú y tú
Cómo lo, cómo lo bailas tú

[Coro: Juanes & Sebastián Yatra, Ambos]
Porque tú tienes esa cara bonita
Yo he enloquecido con tu cuerpo, ¿qué voy a hacer?
Sin darme cuenta me perdí en tu boquita (Eso fue)
Que no me busquen, que yo nunca quiero volver (No-no-no-no)
Solo un idiota va a dejarte solita (No-no-no-no)
Con esas ganas de besarte, bonita
No seas tan mala, ven dame una vueltica
Tú tienes eso que mi cuerpo necesita

[Post-Coro: Juanes & Sebastián Yatra, Sebastián Yatra, Juanes]
Ay, mujer (Ay), bonita (¡Eh!)
Ay, mujer (Ay, mujer; mamacita), bonita (Eh-eh-eh-eh-eh)
Ay, mujer (Ay, mujer), bonita
Tú tienes eso que mi cuerpo necesita (Otra vez, otra vez)
Ay, mujer (Ay, mujer; ay), bonita
Ay, mujer (Ay, mujer; mamacita), bonita
Ay, mujer (Ay, mujer), bonita
Tú tienes eso que mi cuerpo necesita

"
El Pueblo,Juanes,"

[Letra de ""El Pueblo""]

[Intro]
El pueblo

[Verso 1]
Tú me sabes dulce pero eres aguardiente
Tienes sangre fría pero estás tan caliente
Eres como luna en la playa, me sube las olas hasta el Himalaya
Trato de olvidarte pero estás en mi mente

[Pre-Coro]
Todo bien, todo bien
Me tiene loco pero todo bien, todo bien

[Coro]
Prende la vela
Que tú y yo somo' alma' gemela'
De Medellín hasta Cartagena me llevas
Mira cómo el viento baila con tu vestido
Contigo todo tiene sentido
Si en esta vida te he conocido, te pido
Que no te vayas, que no te vayas (El pueblo)

[Verso 2]
El que monta se cae, el que tumba se emborracha
Tú eres dulce pero sabe' a Sriracha
Pásame el limón y aguardiente
Ya no te duermas, sígueme la corriente
Quien te besa y te llora cuando se enamora
Tú estás al acecho como cazadora
Yo quiero saber lo que sientes
Trato de olvidarte pero estás en mi

[Coro]
Prende la vela
Que tú y yo somo' alma' gemela'
De Medellín hasta Cartagena me llevas
Mira cómo el viento baila con tu vestido
Contigo todo tiene sentido
Si en esta vida te he conocido, te pido
Que no te vayas, que no te vayas (El pueblo)

[Puente Instrumental]

[Refrán]
Tú me sabes dulce pero eres aguardiente
Tienes sangre fría pero estás tan caliente

[Pre-Coro]
Todo bien, todo bien
Me tiene loco pero todo bien, todo bien

[Coro]
Prende la vela
Que tú y yo somo' alma' gemela'
De Medellín hasta Cartagena me llevas
Mira cómo el viento baila con tu vestido
Contigo todo tiene sentido
Si en esta vida te he conocido te pido
Que no te vayas, que no te vayas (El pueblo)

"
Más Futuro Que Pasado,Juanes,"

[Letra de ""Más Futuro Que Pasado""]

[Verso 1]
Ven, vamos a caminar
Volver a respirar y liberar tus miedos
No tienes que fingir
Si duele sonreír el amor es el remedio
Para empezar de nuevo, yeah
¿Ves? Se empiezan a borrar
A desaparecer todas mis cicatrices
Los besos que me das comienzan a pintar
De luz mis días grises, mis horas más felices

[Pre-Coro]
Ya pasará el aguacero

[Coro]
Me quedaré a tu lado
Aunque la vida se nos parta en mil pedazos
No quiero pensar demasiado
Sé que tenemos más futuro que pasado

[Post-Coro]
Dame la mano, yeah
Vamos bailando
Te doy mis ganas, me das tus alas, sigamos aullando

[Verso 2]
Sé que en el camino
Tú y yo perdimos fe y nos hemos lastimado
No quiero que la culpa no se ahogue
Y nos robe todo lo que hemos creado, tú sabes cuánto te amo

[Coro]
Me quedaré a tu lado
Aunque la vida se nos parta en mil pedazos
No quiero pensar demasiado
Sé que tenemos más futuro que pasado

[Post-Coro]
Dame la mano, yeah
Vamos bailando
Te doy mis ganas, me das tus alas, sigamos aullando

[Interludio Instrumental]

[Puente]
Ya pasará el aguacero (Oye)

[Coro]
Me quedaré a tu lado
Aunque la vida se nos parta en mil pedazos
No quiero pensar demasiado
Sé que tenemos más futuro que pasado

[Post-Coro]
Dame la mano, yeah
Vamos bailando
Te doy mis ganas, me das tus alas, sigamos aullando (Eh)

[Outro]
Hay más futuro que pasado
No te lo pienses demasiado
Si tú estás aquí a mi lado
Hay más futuro que pasado

"
Loco,Juanes,"

[Letra de ""Loco""]

[Intro]
(Está la hice por ti, nena; I told you; Jaja, así es)

[Verso 1]
¿Será normal esa manera en que me miras?
Me estás tocando por la esquina el corazón
Ayer pensaba que lo nuestro era sin prisa
Hoy voy corriendo a ochenta millas por tu amor

[Pre-Coro]
Oh, no, no sé
Si esto en realidad va mal o bien
Toca a ver en qué vamo' a terminar
Dime tú, yo solo sé

[Coro]
Que si me pides que te bese, yo te beso
Y si me pides que te toque, yo te toco
Si tú me dices: ""Ven conmigo"", yo me vengo
Porque decirte que no, yo no sé
Pero si pides que te olvide, no te olvido
Y si me dices que te deje, no te dejo
Porque cuando no me convienen tus consejos
Yo me hago el loco, bebé, ya lo ves, yeah, yeah, oye

[Interludio Instrumental]

[Verso 2]
Ya no quiero nada si no va contigo
Voy a conquistarte una y cada noche
Como si jamás te hubiera conocido
Como la primera vez que yo te vi

[Pre-Coro]
Oh, no, no sé
Si esto en realidad va mal o bien
Toca a ver en qué vamo' a terminar
Dime tú, yo solo sé

[Coro]
Que si me pides que te bese, yo te beso
Y si me pides que te toque, yo te toco
Si tú me dices: ""Ven conmigo"", yo me vengo
Porque decirte que no, yo no sé
Pero si pides que te olvide, no te olvido
Y si me dices que te deje, no te dejo
Porque cuando no me convienen tus consejos
Yo me hago el loco, bebé, ya lo ves

[Puente]
Pide por esa boca
Que al final, por ti hago lo que sea
Ponte bien caprichosa
Pero ven donde yo te vea
Beberte gota gota quiero yo
Una noche tras otra
Hacer lo que provoca, tú dime a ver
Si esto nos gusta, ¿qué vamo' a hacer?

[Coro]
Que si me pides que te bese, yo te beso
Y si me pides que te toque, yo te toco
Si tú me dices: ""Ven conmigo"", yo me vengo
Porque decirte que no, yo no sé
Pero si pides que te olvide, no te olvido
Y si me dices que te deje, no te dejo
Porque cuando no me convienen tus consejos
Yo me hago el loco, bebé, ya lo ves, yeah, yeah

[Outro]
Oye, con un día para mí me basta
Yo me hago el loco, bebé, yeah

"
Mía Mía,Juanes,"

[Letra de ""Mía Mía"" ft. Fuego]

[Verso 1: Juanes]
Me quiere, la quiero así, te sale bien vestirte así
Ya llegué, te espero aquí, que no se enteren que yo te vi
La quiero, me quiere así, me tiene mintiendo así
Ya llegué, te espero aquí, que no se enteren

[Pre-Coro: Juanes]
Si yo no la llamo, ella es la que me llama
Los dos fugitivos, mis ganas, tus ganas
Un amor prohibido que no se nos pasa
Volvamos mañana, encontrémono' en casa, yeah

[Coro: Fuego]
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser

[Puente Instrumental]

[Verso 2: Juanes]
Dime dónde estás, yo quiero besarte, robarte
Hacer lo mismo otra vez, lo que quiero es enamorarte
Dime dónde vas, yo voy a tratar de alcanzarte
Una vez más, siento que voy a enamorarme

[Pre-Coro: Juanes]
Si yo no la llamo, ella es la que me llama
Los dos fugitivos, mis ganas, tus ganas
Un amor prohibido que no se nos pasa
Volvamos mañana, encontrémono' en casa, yeah

[Coro: Fuego]
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser

[Puente Instrumental; Juanes]
De Colombia para el mundo, papá
República Dominicana
Fuego, oye

[Verso 3: Fuego]
Baby, lo nuestro es un secreto, yeah
Mantenemo' todo bien discreto
Tú tiene' un cuerpo tan perfecto
'Toy pa' ti, yo voy a ser honesto, babe
Cuando él te llama él oye el eco
Entre tú y yo hay una conexión
Porque yo te trato con atención
Solo va lo que diga tu corazón

[Pre-Coro: Juanes]
Si yo no la llamo, ella es la que me llama
Los dos fugitivos, mis ganas, tus ganas
Un amor prohibido que no se nos pasa
Volvamos mañana, encontrémono' en casa, yeah

[Coro: Juanes & Fuego]
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser
Mía, mía, mía, nadie tiene que saber
Mía, mía, mía, mía, así debe ser

"
La Plata,Juanes,"

[Letra de ""La Plata"" ft. Lalo Ebratt]

[Intro: Juanes]
Parce, venga, yo le digo una cosa hermano, vea
Esto es un vallenato
¡Ay, ombe!

[Pre-Coro: Juanes]
Se fue la plata y quedó la pena por tanta rumba pa' olvidarte (Uoh)
Ya no hay manera de consolarme
Si no me dejas enamorarte
Ya no hay manera de consolarme
Si no me dejas enamorarte
Y ese besito que me diste en la boca (Ay)
Me trae la mente loca
Porque tu corazón es libre y viajero (Uh, ¿qué?)
Si yo por vos me muero (¡Ay, ombe!)

[Coro: Juanes]
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso'
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Otra vez)
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso'
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Oye)
Mi corazón no es sólo tuyo (¿Ah?)
Pero por hoy yo te lo presto

[Post-Coro: Juanes]
De Colombia para el mundo, papa
Eh, oh, eh, oh, eh, oh

[Verso 1: Lalo Ebratt & Juanes]
(L-A-L-O)
Yo a ti te saque un rato
Raro, caro y no barato
Por ti rescato un gato
Vomito flow en un plato
Tú tiene' algo Kardashian y yo tengo algo de mulato (Brru)
Y tengo de superhéroe lo que Juanes de vallenato (Rra)
Ahí, na' má', que quieren las mujere'
Ahí, na' má', un movimiento plebe (Wuh)
Ahí, na' má', y tome pa' que lleve
Y tengo de superhéroe lo que Juanes de vallenato (Rra)
Ahí, na' má', que quieren las mujere'
Ahí, na' má', un movimiento plebe (Wuh)
Ahí, na' má', y tome pa' que lleve
¡Ay, ombe! (Jaja)

[Coro: Juanes & Lalo Ebratt]
Si yo te quiero con el alma (Eh)
Si yo te quiero hasta los hueso' (Ay)
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Otra vez)
Si yo te quiero con el alma (Ay, mujer)
Si yo te quiero hasta los hueso' (¿Cómo?)
Mi corazón no es sólo tuyo (¿Qué? Tuyo)
Pero por hoy yo te lo presto (Yo te lo presto, mami)
Mi corazón no es sólo tuyo (¿Qué? Tuyo, mami)
Pero por hoy yo te lo presto

[Pre-Coro: Juanes & Lalo Ebratt]
Se fue la plata y quedó la pena por tanta rumba pa' olvidarte (Ajá)
Ya no hay manera de consolarme (¿Cómo?)
Si no me dejas enamorarte
Ya no hay manera de consolarme
Si no me dejas enamorarte (Ay ombe, mami)

[Coro: Juanes & Lalo Ebratt]
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso' (Hueso')
Mi corazón no es sólo tuyo (No es sólo-sólo, tuyo)
Pero por hoy yo te lo presto (Dale, déjame)
Si yo te quiero con el alma (Hey)
Si yo te quiero hasta los hueso' (Otra vez)
Mi corazón no es sólo tuyo (No es sólo-sólo, tuyo)
Pero por hoy yo te lo presto (Yo te lo presto, mami)
Mi corazón no es sólo tuyo (No es tuyo, mami)
Pero por hoy yo te lo presto

[Outro: Juanes & Lalo Ebratt]
De Colombia para el mundo, papa (Eh)
Ay, compadre Juanes (Oh)
(¿Cómo? Eh)
Ay, compadre Lalo (Oh)
(Ajá, eh)
Jaja, eh (Oh)
Oye, vallenato 2035

"
Pa Dentro,Juanes,"

[Letra de ""Pa Dentro""]

[Verso 1]
Parece que esta vaina calentó
Tu cuerpo y mi cuerpo lo saben
Mi pecho siente tu respiración
Y los latidos son iguales

[Post-Verso]
Se te nota
Que todas tus neuronas se alborotan
Si pateo no hay quien pare esta pelota
Sudan las ventanas gota a gota
Se te nota

[Pre-Coro]
Paso a paso bajo el escalón
Donde no te pega el sol
Poco a poco paso el ecuador
Y yo quiero besarte

[Estribillo]
Ahí
Donde nace la quebrada
Ahí
En esa tierra sagrada
Ahí
Y cuando se acaben los besos
Pa'l centro y pa' dentro
Ahí
En esa playa mojada
Ahí
Tanto que me la soñaba
Ahí
Y cuando quieras que lleguemos
Pa'l centro y pa' dentro

[Refrán]
(Pa-pa'l centro y pa' d-)
(Pa-pa'l centro y pa' dentro)
(Pa-pa'l centro y pa' d-)
(Pa-pa'l-)

[Puente]
Lo que sea
Por recorrer esos caminos nuevos
Yo hago lo que sea
Lo que sea

[Pre-Estribillo]
Si tú quieres que yo mueva la cabeza
Yo la muevo
La mue- la muevo
Si tú quieres que yo mueva la cabeza
Yo la muevo
La mue- la muevo
Si tú quieres que yo mueva la cabeza
Yo la muevo
La mue- la muevo
Si tú quieres que yo mueva la cabeza
Yo la muevo
La mue- la muevo

[Estribillo]
Ahí
Donde nace la quebrada
Ahí
En esa tierra sagrada
Ahí
Y cuando se acaben los besos
Pa'l centro y pa' dentro
Ahí
En esa playa mojada
Ahí
Tanto que me la soñaba
Ahí
Y cuando quieras que lleguemos
Pa'l centro y pa' dentro

[Refrán]
(Pa-pa'l centro y pa' d-)
(Pa-pa'l centro y pa' dentro)
(Pa-pa'l centro y pa' d-)
(Pa-pa'l-)

[Pre-Coro]
Paso a paso bajo el escalón
Donde no te pega el sol
Poco a poco paso el ecuador
Y yo quiero besarte

[Estribillo]
Ahí
Donde nace la quebrada
Ahí
En esa tierra sagrada
Ahí
Y cuando se acaben los besos
Pal centro y pa dentro
Ahí
En esa playa mojada
Ahí
Tanto que me la soñaba
Ahí
Y cuando quieras que lleguemos
Pa'l centro y pa' dentro

[Outro]
(Pa-pa'l centro y pa' d-)
(Pa-pa'l centro y pa' dentro)
(Pa-pa'l centro y pa' d-)
(Pa-pa'l centro y pa' dentro)
(Pa-pa'l centro y pa' d-)
(Pa-pa'l-)
(Pa-pa'l centro y pa' d-)
(Pa-pa'l-)

"
Querer Mejor,Juanes,"

[Letra de ""Querer Mejor"" ft. Alessia Cara]

[Verso 1: Juanes, Alessia Cara, Ambos]
Aunque muy fuerte sea el aguacero
Si tú estás conmigo ya no me da miedo
Tú eres mi refugio y eres mi techo, yeah
Aunque se caiga en pedazos el cielo
O a veces el partido se sienta perdido
Y mis castillos de arena se vengan al suelo

[Pre-Coro: Juanes, Alessia Cara, Ambos]
Tú
Cuando se me ilumina la vida
Eres tú
Haciéndome saltar la pared

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamo' lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor

[Interludio Instrumental]

[Verso 2: Alessia Cara]
Dicen que este amor pasa una vez en la vida
Y a veces puedo jurar que tus besos son poesía
Sincronicidad solo tú me das
Tú haces mi sueño realidad
No soy yo si no estás conmigo
Quiero verme al final contigo

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamos lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor

[Verso 3: Juanes, Alessia Cara, Ambos]
Cuando te veo mi noche se hace de día
Porque viniste tú a curar lo que dolía
Como dos espejos viendo su reflejo
Tu sonrisa me da vida

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamos lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor (Mejor)

[Outro: Juanes, Alessia Cara, Ambos]
Sabré querer mejor, oh
Sabré querer mejor

"
Querer Mejor - Spanglish Version,Juanes,"

[Letra de ""Querer Mejor"" ft. Alessia Cara (Spanglish Version)]

[Verso 1: Juanes, Alessia Cara, Ambos]
Aunque muy fuerte sea el aguacero
Si tú estás conmigo ya no me da miedo
Tú eres mi refugio y eres mi techo, yeah
Aunque se caiga en pedazos el cielo
O a veces el partido se sienta perdido
Y mis castillos de arena se vengan al suelo

[Pre-Coro: Juanes, Alessia Cara, Ambos]
Tú
Cuando se me ilumina la vida
Eres tú
Haciéndome saltar la pared

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamo' lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor

[Instrumental]

[Verso 2: Alessia Cara]
They say this love only comes once in a lifetime
At the right time and, baby, sometimes
I swear we've been here before, so familiar
Synchronicity between you and me
You make all my dreams look ordinary
We make sense, made a one from a two
I'm a mess but I'm better with you

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamo' lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor

[Verso 3: Juanes, Alessia Cara, Ambos]
Cuando te veo mi noche se hace de día
Porque viniste tú a curar lo que dolía
Como dos espejos viendo su reflejo
Tu sonrisa me da vida

[Coro: Juanes, Alessia Cara, Ambos]
Amor
Te siento cerca cuando estamos lejos
Porque te llevo aquí en mi corazón
No sé perderme de tu amor
Quizá mañana cuando estemos viejos
Y se nos arrugue un poco el corazón
Sabré querer mejor (Mejor)

[Outro: Juanes, Alessia Cara, Ambos]
Sabré querer mejor, oh
Sabré querer mejor

"
