Unnamed: 0,Album_Name,track_name,id,Artist,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,Fall On Me,Fall On Me,3t7PAG8ByriTrDNWSDCP1x,A Great Big World,0.677,0.45899999999999996,0.0348,0.0,0.11900000000000001,0.292,0.226,263054.0,9.0,1.0,-6.235,110.67399999999999,4.0
0,Before You Go,Before You Go,7ce20yLkzuXXLUhzIDoZih,Lewis Capaldi,0.604,0.45899999999999996,0.0573,0.0,0.0885,0.575,0.183,215107.0,3.0,1.0,-4.8580000000000005,111.881,4.0
1,Before You Go,Bruises,34mURq2eY94oHc7hbkUG7n,Lewis Capaldi,0.9440000000000001,0.545,0.111,0.0,0.19699999999999998,0.322,0.321,220200.0,1.0,0.0,-7.922000000000001,139.251,5.0
0,Imagination & the Misfit Kid,Imagination,6OvgR29yzwUQ0jNVj3unPc,Labrinth,0.568,0.32299999999999995,0.0803,0.0,0.375,0.36,0.14300000000000002,90000.0,2.0,1.0,-10.97,83.681,4.0
1,Imagination & the Misfit Kid,Misbehaving - The Misfit Version,20kAL8tWcg7RHtemfkeF8g,Labrinth,0.0341,0.736,0.0837,0.000288,0.17600000000000002,0.6940000000000001,0.659,193750.0,11.0,0.0,-5.617000000000001,125.016,4.0
2,Imagination & the Misfit Kid,Miracle,4JOV4ut0CIXkwVH0Vy4YQJ,Labrinth,0.0156,0.524,0.0419,0.0,0.71,0.457,0.26,229406.0,1.0,0.0,-6.729,77.165,4.0
3,Imagination & the Misfit Kid,Juju Woman,62Xd4nmmcRaN7bx1apeuME,Labrinth,0.95,0.491,0.0607,9.86e-06,0.111,0.0825,0.42700000000000005,48054.0,9.0,0.0,-14.794,124.06299999999999,3.0
4,Imagination & the Misfit Kid,Dotted line / Juju Man,29AdnhLJ2FIhrUncv1DBnC,Labrinth,0.00351,0.6729999999999999,0.0724,0.000978,0.265,0.461,0.604,182884.0,7.0,1.0,-5.483,170.975,4.0
5,Imagination & the Misfit Kid,All For Us,0dSXFiK5FccucA4wo3ZVpe,Labrinth,0.0112,0.48700000000000004,0.0657,0.00013000000000000002,0.35200000000000004,0.6629999999999999,0.179,191710.0,3.0,1.0,-6.652,141.895,4.0
6,Imagination & the Misfit Kid,The Producer,0j2hRG0vWQ5t7aWaLazbkP,Labrinth,0.214,0.68,0.38,3.58e-06,0.39,0.5529999999999999,0.43700000000000006,163889.0,4.0,1.0,-7.582000000000001,68.459,4.0
7,Imagination & the Misfit Kid,Something's Got To Give,5wjYNruCFPyg3EBW2sAVw2,Labrinth,0.0262,0.685,0.10800000000000001,1.27e-05,0.0494,0.758,0.579,230000.0,0.0,1.0,-5.715,109.81700000000001,4.0
8,Imagination & the Misfit Kid,I'm Blessed,0w9vl7icSjlCg0msjaAf0r,Labrinth,0.956,0.455,0.175,0.00471,0.134,0.0186,0.599,50000.0,7.0,0.0,-17.939,81.464,4.0
9,Imagination & the Misfit Kid,Like A Movie,1VnN9uzaSsw2kA6JOWpMUE,Labrinth,0.10800000000000001,0.892,0.0857,0.0,0.196,0.552,0.534,140750.0,9.0,1.0,-5.447,119.971,4.0
10,Imagination & the Misfit Kid,Sexy MF,1ph7yHAVYzeq1MdcYBfAA8,Labrinth,0.243,0.7979999999999999,0.141,0.00011999999999999999,0.223,0.504,0.866,178000.0,1.0,0.0,-5.91,178.05700000000002,4.0
11,Imagination & the Misfit Kid,Where The Wild Things,1ooP2mxAp73HtHb4KJ8dtB,Labrinth,0.109,0.609,0.0655,1.06e-05,0.138,0.522,0.3,198402.0,0.0,0.0,-5.569,139.991,4.0
12,Imagination & the Misfit Kid,Mount Everest,1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,0.233,0.494,0.203,0.0752,0.0816,0.428,0.441,157497.0,0.0,0.0,-7.239,87.723,4.0
13,Imagination & the Misfit Kid,The Finale,1iOtWNsADWwyixexOka8cm,Labrinth,0.276,0.664,0.11800000000000001,4.93e-05,0.152,0.24,0.569,27500.0,3.0,1.0,-10.378,32.494,4.0
14,Imagination & the Misfit Kid,Oblivion (feat. Sia),0J5cJXCqptEd74mqEMfrdE,Labrinth,0.5579999999999999,0.644,0.0509,0.0,0.0774,0.425,0.308,253733.0,1.0,0.0,-7.381,75.498,4.0
0,Vete,Vete,5DxXgozhkPLgrbKFY91w0c,Bad Bunny,0.0363,0.8859999999999999,0.188,8.78e-06,0.10099999999999999,0.672,0.526,192024.0,1.0,1.0,-4.394,91.976,4.0
0,My Own Dance,My Own Dance,2bR6LkOC10pZ3udHdZiENF,Kesha,0.0878,0.84,0.109,0.0,0.0301,0.7240000000000001,0.431,161178.0,2.0,1.0,-5.353,101.994,4.0
0,Sugar Coat,Sugar Coat,0ceWHs5GpHrOOpHcYRzQMp,Little Big Town,0.309,0.505,0.0283,0.0,0.0721,0.498,0.244,219840.0,0.0,1.0,-5.121,153.843,4.0
0,I Don't Wanna Get Wise,I Don't Wanna Get Wise,2I2i2xm7RFAz06ZYsvlzPT,The Who,0.0326,0.49,0.0419,2.96e-06,0.136,0.9009999999999999,0.397,234640.0,10.0,1.0,-3.466,132.953,4.0
0,DROPPED OUTTA COLLEGE,DROPPED OUTTA COLLEGE,2aV5ZEAvHwvL332EsJ1gWc,24kGoldn,0.0116,0.9109999999999999,0.41100000000000003,1.53e-06,0.15,0.37799999999999995,0.19,127613.0,0.0,1.0,-7.822,120.044,4.0
1,DROPPED OUTTA COLLEGE,THE GRAM (feat. Fetty Wap),2ajT5ziA7OSRU9Q7PwXdri,24kGoldn,0.0556,0.7909999999999999,0.0702,0.0,0.0662,0.64,0.599,198440.0,1.0,1.0,-5.221,141.049,4.0
2,DROPPED OUTTA COLLEGE,MY BED,3IGDjnVf4i7g44bePMSKV0,24kGoldn,0.139,0.7340000000000001,0.0406,0.0,0.114,0.552,0.601,121507.0,0.0,1.0,-4.861000000000001,127.96,4.0
3,DROPPED OUTTA COLLEGE,CITY OF ANGELS,6ap9lSRJ0iLriGLqoJ44cq,24kGoldn,0.042,0.6859999999999999,0.0493,0.0,0.0675,0.541,0.7240000000000001,112493.0,0.0,0.0,-4.993,120.084,4.0
4,DROPPED OUTTA COLLEGE,VALENTINO,6piAUJJQFD8oHDUr0b7l7q,24kGoldn,0.19899999999999998,0.747,0.179,0.0,0.132,0.7170000000000001,0.523,179133.0,9.0,0.0,-4.841,150.965,4.0
5,DROPPED OUTTA COLLEGE,GAMES ON YOUR PHONE,2EsyJN3AvC3zBlkQpb119M,24kGoldn,0.15,0.6829999999999999,0.06,0.0,0.147,0.607,0.495,150933.0,5.0,0.0,-5.619,152.945,4.0
6,DROPPED OUTTA COLLEGE,BEEN HERE BEFORE,3yxRe1MUvZthHSaXIFMU9m,24kGoldn,0.0229,0.665,0.0534,0.0,0.16899999999999998,0.7959999999999999,0.102,189160.0,5.0,1.0,-4.579,99.012,4.0
7,DROPPED OUTTA COLLEGE,A LOT TO LOSE,7yL4wdksHlDnmKvofxMTBE,24kGoldn,0.193,0.608,0.0474,0.0,0.131,0.7659999999999999,0.425,180747.0,1.0,1.0,-5.65,159.999,4.0
0,Resentment,Resentment,57yI1u6t6cFXbjgjQcRHug,A Day To Remember,8.63e-05,0.512,0.16699999999999998,4.16e-05,0.0544,0.9520000000000001,0.17,227267.0,9.0,0.0,-3.285,122.988,4.0
1,Resentment,Degenerates,5VoQmHWmoXCwfSdlzUIMY3,A Day To Remember,6.92e-05,0.426,0.0822,7.04e-05,0.331,0.946,0.433,184893.0,10.0,0.0,-3.089,174.05200000000002,4.0
0,Spotify Singles,,6Owo0mM1eM1Y9mJjR0CFia,beabadoobee,0.825,0.503,0.0308,0.0148,0.171,0.32899999999999996,0.263,225632.0,2.0,1.0,-11.667,133.54399999999998,4.0
1,Spotify Singles,,09YeOSHcAdk3Bqel03yIw9,beabadoobee,0.0011099999999999999,0.644,0.0526,0.00798,0.11800000000000001,0.8909999999999999,0.504,239488.0,2.0,1.0,-5.147,110.007,4.0
Don’t You (Forget About Me) - live from Abbey Road Studios,Spotify Singles, London,,beabadoobee,,,,,,,,,,,,,
She Plays Bass - live from Abbey Road Studios,Spotify Singles, London,,beabadoobee,,,,,,,,,,,,,
0,Unfaithful,Unfaithful,0koVWDcbAH9dJXOsOcaohF,Dennis Lloyd,0.009340000000000001,0.643,0.0509,2.96e-06,0.25,0.5660000000000001,0.419,141424.0,11.0,0.0,-4.88,75.991,4.0
0,Own It (feat. Ed Sheeran & Burna Boy),Own It (feat. Ed Sheeran & Burna Boy),07s9NNOT0sZQp7TyolLLgu,Stormzy,0.0073,0.826,0.126,9.9e-06,0.122,0.79,0.377,216520.0,10.0,1.0,-4.341,104.03200000000001,4.0
0,"Massacre, The New American Dream",,0NflwidhwbOHB9tBesSQrx,Palaye Royale,0.0005769999999999999,0.397,0.133,0.012,0.184,0.966,0.375,185871.0,7.0,0.0,-4.957,167.868,4.0
1,"Massacre, The New American Dream",,760AaLXTWcToDcBhnE4PFn,Palaye Royale,0.000147,0.516,0.0512,3.5100000000000006e-05,0.361,0.84,0.5760000000000001,156623.0,10.0,1.0,-3.613,109.95200000000001,4.0
2,"Massacre, The New American Dream",,66U8CB0V3G8nToMQoJuHss,Palaye Royale,0.00835,0.519,0.0596,0.00336,0.147,0.9229999999999999,0.555,201079.0,1.0,1.0,-4.43,100.088,4.0
3,"Massacre, The New American Dream",,1OdThu0no7x0GKszHgAsPv,Palaye Royale,0.00036,0.46399999999999997,0.115,0.00065,0.5710000000000001,0.948,0.607,163726.0,10.0,0.0,-4.368,145.1,4.0
Fucking With My Head,"Massacre, The New American Dream",,,Palaye Royale,,,,,,,,,,,,,
Hang on to Yourself,"Massacre, The New American Dream",,,Palaye Royale,,,,,,,,,,,,,
Massacre,"Massacre, The New American Dream", The New American Dream,,Palaye Royale,,,,,,,,,,,,,
Nervous Breakdown,"Massacre, The New American Dream",,,Palaye Royale,,,,,,,,,,,,,
0,Martyr Parade,SLO,63UH3NvjremoPY06aqEb2s,Des Rocs,0.0020399999999999997,0.359,0.0665,0.0,0.134,0.721,0.603,175007.0,7.0,1.0,-5.176,95.84,4.0
1,Martyr Parade,Dead Ringer,64w7vMXntlxkptxpGtCILB,Des Rocs,0.0377,0.568,0.139,0.0,0.363,0.9,0.375,162743.0,7.0,0.0,-3.6289999999999996,94.963,4.0
2,Martyr Parade,Outta My Mind,6Nn49DQCmWuDD5QuOgqZlG,Des Rocs,0.0148,0.586,0.0735,0.0,0.522,0.841,0.55,165566.0,9.0,1.0,-4.095,102.115,4.0
3,Martyr Parade,Living Proof,6y5Y0AFPMRxwoti8YxaXQC,Des Rocs,0.271,0.447,0.13699999999999998,0.0,0.0521,0.7,0.47600000000000003,235099.0,2.0,1.0,-5.739,149.69,3.0
4,Martyr Parade,Give me the Night,5OJXavcivnEb2cAXJEWc33,Des Rocs,0.0010199999999999999,0.626,0.0621,0.0,0.335,0.884,0.758,220025.0,2.0,1.0,-4.53,109.994,4.0
0,Noche de Paz - Recorded at Electric Lady Studios NYC - Spotify Studios NYC,Noche de Paz - Recorded at Electric Lady Studios NYC - Spotify Studios NYC,6lxZad9QvvupcZmt0BwKPJ,Reik,0.9620000000000001,0.47,0.0316,9.04e-05,0.0952,0.221,0.139,124989.0,2.0,1.0,-12.411,103.79,3.0
0,Exit Form,Black Cross,4Hq09rH9KCmcGI1yTQSzLR,Scarypoolparty,0.015,0.218,0.502,0.156,0.0809,0.9570000000000001,0.0351,413253.0,0.0,1.0,-6.462000000000001,180.015,4.0
1,Exit Form,DIAMONDS,3peqdqNXTCE8TdJ3CCCwSj,Scarypoolparty,4.09e-05,0.384,0.425,0.00107,0.0807,0.8909999999999999,0.414,193520.0,6.0,0.0,-6.028,179.97799999999998,4.0
2,Exit Form,Dance the Night Away,6kLZEuTSOvwgFJJkbBTTEL,Scarypoolparty,0.00039,0.41100000000000003,0.313,0.00442,0.37200000000000005,0.9990000000000001,0.0339,254587.0,9.0,0.0,-4.845,104.90100000000001,4.0
3,Exit Form,Vampire Shade,71Nq9sRE63F7VN3HDpL34r,Scarypoolparty,0.00506,0.5539999999999999,0.0523,0.0186,0.08900000000000001,0.895,0.324,329547.0,11.0,1.0,-3.688,95.95700000000001,4.0
4,Exit Form,Beneath the Skin,5LgTtLw7VHtOs0z9KkGmvT,Scarypoolparty,0.33799999999999997,0.48700000000000004,0.0438,0.639,0.0956,0.898,0.327,312800.0,5.0,0.0,-3.795,157.085,4.0
5,Exit Form,True Religion,6A0xdLjqAdrnMnSimuKALi,Scarypoolparty,0.00765,0.5,0.0695,0.0953,0.0797,0.868,0.141,289933.0,9.0,1.0,-4.591,119.986,1.0
6,Exit Form,Heart Storm,1MhvZgQ6Z6k4OnHMuYzrFm,Scarypoolparty,0.0278,0.457,0.0833,0.0246,0.159,0.871,0.228,256360.0,6.0,0.0,-3.554,76.564,4.0
7,Exit Form,Millennial Love,3UgeNyaXR8OFrGtI8OZ7RL,Scarypoolparty,0.00352,0.618,0.0376,1.46e-06,0.0949,0.843,0.5,229640.0,5.0,0.0,-3.7569999999999997,120.01,4.0
8,Exit Form,10 Years - Remastered,4KoREVqTXk8o2qAphBqdph,Scarypoolparty,0.185,0.449,0.0357,1.34e-06,0.078,0.682,0.177,245893.0,2.0,1.0,-5.431,82.04700000000001,4.0
9,Exit Form,Tonight,1yoTY3E5iX2qaCSlJkgch9,Scarypoolparty,0.0133,0.6759999999999999,0.0352,0.0253,0.113,0.519,0.523,225947.0,9.0,1.0,-6.513999999999999,75.008,4.0
10,Exit Form,Cholo Love,1sqdSJGnmAtxa08HL7QISr,Scarypoolparty,0.233,0.51,0.083,1.26e-06,0.35,0.631,0.509,188495.0,0.0,1.0,-4.525,75.954,4.0
11,Exit Form,Out Loud - Remastered,415YnURdXwND7z2GiVxtZm,Scarypoolparty,0.731,0.519,0.0408,0.00168,0.304,0.568,0.489,245836.0,1.0,1.0,-8.64,98.663,4.0
0,LOVE FOR GUALA,Intro,27nfFMeFGspBX6dJQes8ay,Flipp Dinero,0.0245,0.8290000000000001,0.364,0.0,0.311,0.615,0.612,166418.0,8.0,0.0,-8.633,86.038,4.0
1,LOVE FOR GUALA,How I Move (feat. Lil Baby),14X1WxiHXdVRJ99cMCBzOE,Flipp Dinero,0.102,0.826,0.212,0.0,0.245,0.635,0.8079999999999999,224916.0,5.0,0.0,-5.181,119.954,4.0
2,LOVE FOR GUALA,Fritolays (feat. Jay Critch),2hCDk75YvOLcNlrdlRtzRO,Flipp Dinero,0.0212,0.948,0.408,0.0,0.0944,0.5379999999999999,0.588,229122.0,10.0,0.0,-7.527,122.98,4.0
3,LOVE FOR GUALA,Looking At Me (feat. Rich The Kid),2xi3mhJdVs358bQgqpHt9f,Flipp Dinero,0.0566,0.78,0.268,0.0,0.0975,0.612,0.44299999999999995,207517.0,11.0,0.0,-4.468999999999999,95.98200000000001,4.0
4,LOVE FOR GUALA,If I Tell You,5siRJCkDV0Nm1kEjt4Ku9q,Flipp Dinero,0.152,0.711,0.32,0.0,0.0552,0.867,0.414,214564.0,11.0,0.0,-1.9809999999999999,161.966,4.0
5,LOVE FOR GUALA,Shawty Do You,44YBUTLrK4AxYKecybC2Vl,Flipp Dinero,0.0082,0.772,0.0437,0.0,0.21600000000000003,0.677,0.466,193081.0,10.0,0.0,-6.109,82.51,4.0
6,LOVE FOR GUALA,Take A Lil' Time,2VMn1viGn2C7Lq4ksPucE0,Flipp Dinero,0.466,0.8590000000000001,0.297,0.0,0.14,0.426,0.077,179971.0,5.0,0.0,-5.912999999999999,95.527,4.0
7,LOVE FOR GUALA,Not Too Many,6lU7MhNXxqqAMH2pa9MJDX,Flipp Dinero,0.00454,0.9059999999999999,0.297,0.0,0.0874,0.659,0.64,176784.0,9.0,1.0,-5.801,130.02700000000002,4.0
8,LOVE FOR GUALA,Westside,7tvb6TUeR2wAcBLuZVTkgw,Flipp Dinero,0.0571,0.812,0.39399999999999996,0.0,0.102,0.7070000000000001,0.45,224023.0,8.0,0.0,-5.013999999999999,179.97099999999998,4.0
9,LOVE FOR GUALA,Hills,1rU1OYNaz6h4BXKP0UB2A2,Flipp Dinero,0.0509,0.846,0.376,0.0,0.8220000000000001,0.49700000000000005,0.517,157474.0,1.0,1.0,-7.27,121.999,4.0
10,LOVE FOR GUALA,Perry,3EjB4jZDohTYbVjfiXd4gq,Flipp Dinero,0.0845,0.7909999999999999,0.149,8.86e-06,0.0858,0.718,0.36700000000000005,167239.0,10.0,0.0,-7.5889999999999995,160.088,4.0
11,LOVE FOR GUALA,Leave Me Alone,6V7g6qM8wheMivMWrzbPTM,Flipp Dinero,0.107,0.792,0.0851,0.0,0.183,0.743,0.742,195637.0,7.0,1.0,-2.806,150.024,4.0
12,LOVE FOR GUALA,Till im Gone (feat. Kodak Black),6I0Jucv2KfH32lNp1Acana,Flipp Dinero,0.183,0.635,0.366,0.0,0.13699999999999998,0.7240000000000001,0.255,226069.0,6.0,1.0,-3.2289999999999996,177.91400000000002,4.0
0,Netflix & Deal,Traffic,43rPlHf8bEa5CcM4mkXWGt,03 Greedo,0.0939,0.7659999999999999,0.131,0.00315,0.0708,0.48200000000000004,0.105,123507.0,11.0,0.0,-8.667,144.929,4.0
1,Netflix & Deal,Paid In Full,6CoPFxzRM0rTFvOW8Z3LMG,03 Greedo,0.0929,0.836,0.4,0.000117,0.122,0.485,0.484,147760.0,1.0,1.0,-9.106,143.064,4.0
2,Netflix & Deal,Disco Shit,51lGztUKCzZXn5sbcxO2tZ,03 Greedo,0.0271,0.867,0.245,6.14e-05,0.11,0.504,0.605,171653.0,1.0,0.0,-7.952000000000001,157.89600000000002,4.0
3,Netflix & Deal,Maria,1I4UEPJucHMW1ikfkZN1uP,03 Greedo,0.488,0.8420000000000001,0.375,0.000521,0.5589999999999999,0.532,0.603,172280.0,1.0,1.0,-6.586,92.042,4.0
4,Netflix & Deal,Blue People,3BQWleDGOn3uqtbbdtVbTf,03 Greedo,0.207,0.8009999999999999,0.33,0.00439,0.317,0.631,0.564,183920.0,4.0,0.0,-8.152000000000001,83.99700000000001,4.0
5,Netflix & Deal,Beg Your Pardon,2EImNO1Xo4GWMj7SEfMlFd,03 Greedo,0.10099999999999999,0.763,0.33399999999999996,0.0,0.10400000000000001,0.746,0.642,158253.0,1.0,0.0,-7.105,169.986,4.0
6,Netflix & Deal,Honey I Shrunk The Kids,7trw9V7aON25DBiFiivrqM,03 Greedo,0.151,0.85,0.0689,3.34e-06,0.11800000000000001,0.47,0.524,128013.0,5.0,1.0,-7.191,134.999,4.0
7,Netflix & Deal,Brad Pitt,798Sx2UjJNUWc2VPE9wbrm,03 Greedo,0.0481,0.8109999999999999,0.179,0.000223,0.485,0.446,0.501,135440.0,9.0,0.0,-8.742,143.952,3.0
8,Netflix & Deal,Aye Twin,6rRZ8U6gDiZT7sOp8E1IJG,03 Greedo,0.13699999999999998,0.872,0.33399999999999996,0.0,0.121,0.524,0.605,169453.0,10.0,0.0,-7.562,140.093,4.0
9,Netflix & Deal,Life,5lxHbFTJu3aRs0p9o2hVza,03 Greedo,0.0225,0.835,0.057,4.94e-05,0.0961,0.583,0.414,179413.0,5.0,1.0,-7.215,139.984,4.0
10,Netflix & Deal,Payback,4EbmcDwo8BAzWGDE0cRrmj,03 Greedo,0.187,0.903,0.39399999999999996,0.0,0.0801,0.456,0.722,186413.0,6.0,0.0,-7.941,84.98,4.0
11,Netflix & Deal,Soul Food,1epYJ3PCq7P7eXYlj5u7Ws,03 Greedo,0.091,0.77,0.0538,2.3e-05,0.175,0.715,0.799,135920.0,5.0,0.0,-6.507999999999999,145.045,4.0
12,Netflix & Deal,Dead Presidents,78G1m5Bf4WukIv6TW0lvD3,03 Greedo,0.40399999999999997,0.836,0.28,1.6e-06,0.272,0.491,0.812,197373.0,0.0,0.0,-8.454,160.063,4.0
0,Moon Landing,Kubrick Faked The Moon Landing,6aDKThz79NRnJsk4YOs0wG,Black Caviar,0.0067599999999999995,0.9,0.14,0.7809999999999999,0.353,0.878,0.457,274175.0,0.0,1.0,-3.781,125.00200000000001,4.0
1,Moon Landing,Moonpie,5VzSm8HZrbnHNSlC8tcxSc,Black Caviar,0.00148,0.85,0.0472,0.204,0.0338,0.905,0.667,185268.0,8.0,1.0,-2.8289999999999997,120.025,4.0
0,Offline,Offline,0Qq9NYaNDH23fxFucOXugr,Friendly Fires,0.0314,0.731,0.0637,0.00018999999999999998,0.177,0.8490000000000001,0.88,204947.0,9.0,0.0,-3.1830000000000003,118.994,4.0
1,Offline,Offline - PBR Streetgang Remix Edit,7IMNHd1OVGWazsP91ffnBD,Friendly Fires,0.0579,0.7440000000000001,0.107,0.27699999999999997,0.0715,0.9520000000000001,0.598,231595.0,2.0,0.0,-2.9419999999999997,125.985,4.0
2,Offline,Tijuana,4MLABL8xlQCUvqyWX3LyBs,Friendly Fires,0.0053100000000000005,0.662,0.11199999999999999,0.000953,0.36,0.888,0.6579999999999999,252232.0,7.0,1.0,-6.561,124.012,4.0
3,Offline,Run The Wild Flowers - Icarus Remix,22xYi36qVemwYak1PVO3U8,Friendly Fires,0.11,0.614,0.0343,0.9279999999999999,0.0898,0.802,0.506,349004.0,5.0,0.0,-7.355,122.005,4.0
4,Offline,Dive Into Your Eyes,5wQXW1i3Gjz0VcdBVULFyd,Friendly Fires,0.00225,0.693,0.09699999999999999,0.0448,0.113,0.836,0.583,280868.0,6.0,0.0,-6.3870000000000005,133.17700000000002,4.0
5,Offline,Offline - Cosmo’s Midnight Remix,3sGZTXvEOIX0rwdRTxsumO,Friendly Fires,0.0365,0.738,0.0956,9.620000000000001e-05,0.135,0.7240000000000001,0.7340000000000001,186059.0,2.0,1.0,-6.153,114.08200000000001,4.0
6,Offline,Offline - PBR Streetgang Remix,3Xvo7iVjt7Hs0BladKc8R6,Friendly Fires,0.0323,0.772,0.0781,0.524,0.111,0.975,0.61,389876.0,2.0,0.0,-3.571,125.999,4.0
0,Dirty Pretty Things,Warning,2XPoqF3ahlucXNTb1kQPls,Delaney Jane,0.917,0.58,0.282,1.18e-06,0.12,0.317,0.215,96000.0,8.0,1.0,-15.444,146.376,4.0
1,Dirty Pretty Things,Psycho,3E3NQoXufh80Rnvbh1HSWB,Delaney Jane,0.484,0.647,0.0743,3.29e-06,0.127,0.628,0.198,266336.0,8.0,1.0,-6.746,99.99700000000001,4.0
2,Dirty Pretty Things,Hello My Loneliness,2cudtVKrsfzhwDJapWk27B,Delaney Jane,0.0516,0.691,0.0715,0.0,0.155,0.737,0.523,201176.0,7.0,1.0,-7.06,101.96799999999999,4.0
3,Dirty Pretty Things,Bad Habits,19iiDj7aCIoqKEwvksjeZJ,Delaney Jane,0.34299999999999997,0.627,0.0351,0.00037799999999999997,0.11,0.65,0.111,256375.0,2.0,1.0,-7.563,103.085,4.0
4,Dirty Pretty Things,Safe With You,1bjYAjG9f8cVyjY3kkzBOd,Delaney Jane,0.0365,0.628,0.0833,0.0,0.275,0.606,0.431,188000.0,10.0,0.0,-6.67,144.875,4.0
5,Dirty Pretty Things,Circling The Cage,1mRcHSViLTe7UpWbWHufhv,Delaney Jane,0.0601,0.652,0.0943,3.37e-06,0.124,0.713,0.573,213603.0,7.0,1.0,-5.438,143.876,4.0
6,Dirty Pretty Things,Red,1PSL97H9tEkYgP3Z60TW6w,Delaney Jane,0.00894,0.5579999999999999,0.0528,0.0,0.10300000000000001,0.6459999999999999,0.602,207305.0,2.0,0.0,-5.83,160.908,4.0
7,Dirty Pretty Things,Happy Song,7o1GindSWtMxic7PSWx9VI,Delaney Jane,0.19699999999999998,0.777,0.146,8.47e-06,0.0722,0.621,0.544,160716.0,8.0,1.0,-7.3629999999999995,97.98299999999999,4.0
8,Dirty Pretty Things,Dear Dad,6nFl6KdnnsxjlfLARc1qxe,Delaney Jane,0.59,0.321,0.0752,0.0,0.0894,0.539,0.17800000000000002,298265.0,10.0,1.0,-6.97,147.012,4.0
9,Dirty Pretty Things,Throwback,0O64j1yLdHg17XDfleKiYH,Delaney Jane,0.177,0.613,0.0625,0.0,0.107,0.731,0.322,226542.0,8.0,1.0,-3.9930000000000003,107.071,4.0
10,Dirty Pretty Things,L.U.I.,71wNlCBmkNGO5aOgRqtsqe,Delaney Jane,0.013999999999999999,0.345,0.13699999999999998,5.6200000000000004e-05,0.14400000000000002,0.556,0.15,204113.0,2.0,0.0,-7.153,169.48,4.0
11,Dirty Pretty Things,There Goes My Innocence,4yBK5aDasLL2212GN6T4xG,Delaney Jane,0.0634,0.5379999999999999,0.077,0.0006929999999999999,0.17600000000000002,0.48100000000000004,0.154,142828.0,0.0,1.0,-6.131,137.012,4.0
12,Dirty Pretty Things,If I Died,1zBe1TgXbL8poEAFtjbtoH,Delaney Jane,0.895,0.43799999999999994,0.0464,0.0,0.0726,0.307,0.0964,244605.0,10.0,1.0,-7.676,113.094,4.0
0,Isn't It Lovely EP,Isn't It Lovely,728oSO1gazAbN93NLHGtbd,Matt Lange,0.9329999999999999,0.222,0.0377,0.9590000000000001,0.0664,0.16399999999999998,0.0478,105720.0,1.0,0.0,-15.937999999999999,125.10799999999999,4.0
1,Isn't It Lovely EP,Every Word,596juyn84xrqD1LsO0MvPG,Matt Lange,0.0010400000000000001,0.615,0.0301,0.633,0.11,0.7909999999999999,0.212,257776.0,8.0,1.0,-8.099,126.02,4.0
2,Isn't It Lovely EP,Push,73v38erf1ySoDSzNzuGxCZ,Matt Lange,0.00719,0.799,0.0524,0.925,0.0923,0.8270000000000001,0.038,229320.0,7.0,1.0,-8.012,125.99600000000001,4.0
3,Isn't It Lovely EP,Every Word - Extended Mix,71mfaN7tp3Sf7DR7nexkoS,Matt Lange,0.000342,0.759,0.0378,0.853,0.0975,0.635,0.19399999999999998,413004.0,8.0,1.0,-8.546,126.01100000000001,4.0
4,Isn't It Lovely EP,Push - Extended Mix,21TGX6LW6tfSs8lSXEMnvX,Matt Lange,0.004079999999999999,0.794,0.0596,0.922,0.0812,0.7070000000000001,0.0905,519569.0,7.0,1.0,-9.274,126.006,4.0
0,virgin,King Of Capulet,5BzMK5xC59Ehxn1qK99Vn8,X Lovers,0.0685,0.8320000000000001,0.0465,0.000175,0.371,0.774,0.581,145440.0,6.0,0.0,-4.385,108.994,4.0
1,virgin,Cut My Lip,7r1fuTTPkQVn49n4UcvJIy,X Lovers,0.46399999999999997,0.753,0.0488,6.36e-05,0.0975,0.6409999999999999,0.617,163840.0,11.0,1.0,-4.95,96.01899999999999,4.0
2,virgin,Play Your Game,7DWkA4xHEZEVS0VNCYAu0S,X Lovers,0.0722,0.657,0.0943,3.73e-06,0.183,0.5770000000000001,0.7959999999999999,161720.0,6.0,1.0,-5.391,143.937,4.0
3,virgin,Dreams Where Ur Murdered,5OeY0BWwkIY8HajKYksyWh,X Lovers,0.348,0.743,0.0398,1.4599999999999999e-05,0.312,0.57,0.445,136573.0,10.0,0.0,-6.166,113.55799999999999,4.0
4,virgin,Sweatshirt,02EVhVdjgWmpbTWSk5GZhO,X Lovers,0.29100000000000004,0.6890000000000001,0.0416,0.0,0.10800000000000001,0.521,0.424,197893.0,5.0,1.0,-5.718,151.947,4.0
5,virgin,Rosie,4e4LKR5S85XmyqBjY4wHaW,X Lovers,0.21899999999999997,0.565,0.0333,0.000113,0.134,0.449,0.10800000000000001,146947.0,5.0,1.0,-8.436,111.93700000000001,4.0
6,virgin,Life,0D2p9qWHsPzmHITcrA9n9V,X Lovers,0.228,0.602,0.0297,4.21e-06,0.16699999999999998,0.597,0.639,165387.0,7.0,1.0,-4.6610000000000005,145.97,4.0
7,virgin,Never Fucking Fall in Love Again,53KhTXn9vEK7akH5cWhT0E,X Lovers,0.503,0.644,0.0317,0.0,0.13,0.355,0.392,142947.0,3.0,1.0,-6.485,91.508,4.0
